-00:00:01.9550000		Dengue Fever casts Glare on Ramuh
00:00:06.3010000		Yujin Ahn Attack Ramuh 3718
00:00:06.3010000		Bunshin prepares Aeolian Edge on Ramuh 7461
00:00:06.4340000		Minju Rose gains Battle Voice from Blue Fever
00:00:06.4780000		Aihyooni Yoomi prepares Swiftcast on Aihyooni Yoomi 
00:00:06.4780000		Aihyooni Yoomi gains Swiftcast from Aihyooni Yoomi
00:00:06.5670000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:06.6120000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:00:06.6120000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:06.6120000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:06.6560000		Ruby Carbuncle prepares Flaming Crush on Ramuh 16895 (DIRECT HIT)
00:00:06.6560000		Yoo Rose prepares Aetherpact on Yoo Rose +239 (CRITICAL)
00:00:06.7000000		Dengue Fever Glare Ramuh 21259
00:00:06.7440000		Aihyooni Yoomi Ruin II Ramuh 13872
00:00:06.7440000		Dan Tam Aeolian Edge Ramuh 23845
00:00:06.8330000		Bunshin Aeolian Edge Ramuh 7461
00:00:06.8330000		Blue Fever prepares Sidewinder on Ramuh 25392 (CRITICAL)
00:00:06.8770000		Minju Rose prepares Attack on Ramuh 3763 (DIRECT HIT)
00:00:06.9220000		Ifrit-Egi prepares Burning Strike on Ramuh 5939 (DIRECT HIT)
00:00:07.0100000		Dan Tam prepares Attack on Ramuh 4521 (DIRECT HIT)
00:00:07.0990000		Yujin Ahn prepares Storm's Eye on Ramuh 10728
00:00:07.1440000		Aihyooni Yoomi prepares Chain Stratagem on Ramuh 
00:00:07.2320000		Ifrit-Egi gains Summon Order from Ramuh
00:00:07.2760000		Blue Fever prepares Shot on Ramuh 4600
00:00:07.3210000		Ruby Carbuncle gains Summon Order IV from Ruby Carbuncle
00:00:07.3210000		Run Escape prepares Addle on Ramuh 
00:00:07.3650000		Blue Fever Sidewinder Ramuh 25392
00:00:07.3650000		Ruby Carbuncle prepares Devotion on Minju Rose 
00:00:07.3650000		Ruby Carbuncle prepares Devotion on Dan Tam 
00:00:07.3650000		Ruby Carbuncle prepares Devotion on Yujin Ahn 
00:00:07.3650000		Ruby Carbuncle prepares Devotion on Dengue Fever 
00:00:07.3650000		Ruby Carbuncle prepares Devotion on Aihyooni Yoomi 
00:00:07.3650000		Ruby Carbuncle prepares Devotion on Run Escape 
00:00:07.3650000		Ruby Carbuncle prepares Devotion on Yoo Rose 
00:00:07.3650000		Ruby Carbuncle prepares Devotion on Blue Fever 
00:00:07.4100000		Minju Rose Attack Ramuh 3763
00:00:07.4100000		Yoo Rose gains Aetherflow from Yoo Rose
00:00:07.4100000		Yoo Rose prepares Fester on Ramuh 19719
00:00:07.4100000		Dengue Fever prepares Glare on Ramuh 20743
00:00:07.4980000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 30999 (CRITICAL)
00:00:07.5430000		Dan Tam Attack Ramuh 4521
00:00:07.5880000		Blue Fever Refulgent Arrow Ramuh 17563
00:00:07.6770000		Minju Rose prepares Goring Blade on Ramuh 16291 (DIRECT HIT)
00:00:07.7210000		Ifrit-Egi Burning Strike Ramuh 5939
00:00:07.8100000		Ruby Carbuncle Flaming Crush Ramuh 16895
00:00:07.8100000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:07.8980000		Yujin Ahn prepares Reprisal on Ramuh 
00:00:07.9420000		Ramuh gains Chain Stratagem from Aihyooni Yoomi
00:00:07.9420000		Ramuh gains Addle from Run Escape
00:00:08.0310000		Blue Fever Shot Ramuh 4600
00:00:08.0310000		The limit break guage has been updated to 510. 3 bars are available.
00:00:08.1190000		Ifrit-Egi Crimson Cyclone Ramuh 30999
00:00:08.1190000		Run Escape gains Further Ruin from Run Escape
00:00:08.1190000		Run Escape prepares Dreadwyrm Trance on Run Escape 
00:00:08.1630000		Minju Rose gains Devotion from Ruby Carbuncle
00:00:08.2080000		Minju Rose Goring Blade Ramuh 16291
00:00:08.2080000		Ramuh gains Goring Blade from Minju Rose
00:00:08.2960000		Dan Tam gains Devotion from Ruby Carbuncle
00:00:08.2960000		Aihyooni Yoomi prepares Broil III on Ramuh 33131 (CRITICAL)
00:00:08.2960000		Dan Tam prepares Spinning Edge on Ramuh 10785 (DIRECT HIT)
00:00:08.2960000		Bunshin gains Devotion from Ruby Carbuncle
00:00:08.2960000		Dan Tam gains Bunshin from Dan Tam
00:00:08.3400000		Yoo Rose Fester Ramuh 19719
00:00:08.3860000		Bunshin prepares Spinning Edge on Ramuh 9044 (DIRECT HIT)
00:00:08.3860000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:08.3860000		Minju Rose prepares Intervene on Ramuh 7206
00:00:08.4300000		Yujin Ahn gains Devotion from Ruby Carbuncle
00:00:08.5630000		Dengue Fever gains Devotion from Ruby Carbuncle
00:00:08.5630000		Ramuh gains Reprisal from Yujin Ahn
00:00:08.6080000		Blue Fever prepares Burst Shot on Ramuh 12733
00:00:08.6080000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:08.6970000		Aihyooni Yoomi gains Devotion from Ruby Carbuncle
00:00:08.6970000		Dan Tam Spinning Edge Ramuh 10785
00:00:08.6970000		Eos gains Devotion from Ruby Carbuncle
00:00:08.7410000		Dengue Fever Glare Ramuh 20743
00:00:08.7410000		Yujin Ahn Storm's Eye Ramuh 10728
00:00:08.7410000		Yujin Ahn gains Storm's Eye from Yujin Ahn
00:00:08.7860000		Bunshin Spinning Edge Ramuh 9044
00:00:08.8300000		Run Escape gains Devotion from Ruby Carbuncle
00:00:08.8300000		Ifrit-Egi gains Devotion from Ruby Carbuncle
00:00:08.9180000		Ruby Carbuncle prepares Burning Strike on Ramuh 6814 (CRITICAL)
00:00:08.9630000		Minju Rose Intervene Ramuh 7206
00:00:08.9630000		Yoo Rose gains Devotion from Ruby Carbuncle
00:00:08.9630000		Ruby Carbuncle gains Devotion from Ruby Carbuncle
00:00:08.9630000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:00:08.9630000		Aihyooni Yoomi prepares Energy Drain on Ramuh 17031 (CRITICAL)
00:00:09.0070000		Dan Tam prepares Trick Attack on Ramuh 24406 (DIRECT HIT)
00:00:09.0070000		Ramuh gains Vulnerability Up from Dan Tam
00:00:09.0510000		Ruby Carbuncle gains Summon Order from Ramuh
00:00:09.0960000		Blue Fever gains Devotion from Ruby Carbuncle
00:00:09.0960000		Aihyooni Yoomi Broil III Ramuh 33131
00:00:09.0960000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:09.1400000		Minju Rose prepares Attack on Ramuh 3045
00:00:09.1400000		Yujin Ahn prepares Attack on Ramuh 5452 (DIRECT HIT)
00:00:09.2290000		Dan Tam prepares Attack on Ramuh 6374 (CRITICAL)
00:00:09.3180000		Blue Fever prepares Pitch Perfect on Ramuh 32295 (DIRECT HIT)
00:00:09.4520000		Yujin Ahn prepares Inner Chaos on Ramuh 62231 (CRITICAL)
00:00:09.4960000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 17655 (DIRECT HIT)
00:00:09.4960000		Dengue Fever prepares Glare on Ramuh 35420 (CRITICAL)
00:00:09.6290000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:09.6290000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:09.6730000		Minju Rose Attack Ramuh 3045
00:00:09.6730000		Yujin Ahn Attack Ramuh 5452
00:00:09.7170000		Ruby Carbuncle Burning Strike Ramuh 6814
00:00:09.7610000		Dan Tam Attack Ramuh 6374
00:00:09.7610000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:00:09.7610000		Aihyooni Yoomi prepares Whispering Dawn on Aihyooni Yoomi 
00:00:09.8060000		Dan Tam Trick Attack Ramuh 24406
00:00:09.8060000		Ifrit-Egi prepares Flaming Crush on Ramuh 19048 (DIRECT HIT)
00:00:09.8060000		Run Escape prepares Enkindle: Inferno on Ramuh +239 (CRITICAL)
00:00:10.0270000		Aihyooni Yoomi Energy Drain Ramuh 17031
00:00:10.0710000		Blue Fever Burst Shot Ramuh 12733
00:00:10.0720000		Minju Rose prepares Fast Blade on Ramuh 15337 (CRITICAL)
00:00:10.1160000		Blue Fever Pitch Perfect Ramuh 32295
00:00:10.1160000		Ruby Carbuncle Crimson Cyclone Ramuh 17655
00:00:10.1160000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:10.3380000		Blue Fever prepares Shot on Ramuh 4844
00:00:10.3820000		Yujin Ahn Inner Chaos Ramuh 62231
00:00:10.3820000		Ifrit-Egi prepares Burning Strike on Ramuh 5998 (DIRECT HIT)
00:00:10.3820000		Dan Tam prepares Shadow Fang on Ramuh 7984
00:00:10.3820000		Dan Tam gains Bunshin from Dan Tam
00:00:10.4700000		Ifrit-Egi gains Summon Order III from Ramuh
00:00:10.4700000		Bunshin prepares Shadow Fang on Ramuh 7354
00:00:10.5600000		Eos gains Summon Order from Eos
00:00:10.5600000		Run Escape gains Aetherflow from Run Escape
00:00:10.5600000		Run Escape prepares Fester on Ramuh 28699 (DIRECT HIT)
00:00:10.6040000		Eos prepares Whispering Dawn on Minju Rose 
00:00:10.6040000		Eos prepares Whispering Dawn on Dengue Fever 
00:00:10.6040000		Eos prepares Whispering Dawn on Dan Tam 
00:00:10.6040000		Eos prepares Whispering Dawn on Yujin Ahn 
00:00:10.6040000		Eos prepares Whispering Dawn on Aihyooni Yoomi 
00:00:10.6040000		Eos prepares Whispering Dawn on Run Escape 
00:00:10.6040000		Eos prepares Whispering Dawn on Yoo Rose 
00:00:10.6040000		Eos prepares Whispering Dawn on Blue Fever 
00:00:10.6930000		Minju Rose Fast Blade Ramuh 15337
00:00:10.8260000		Dengue Fever Glare Ramuh 35420
00:00:10.8260000		Yoo Rose prepares Ruin III on Ramuh 14202
00:00:10.9150000		Dan Tam Shadow Fang Ramuh 7984
00:00:10.9150000		Ramuh gains Shadow Fang from Dan Tam
00:00:10.9150000		Minju Rose prepares Reprisal on Ramuh 
00:00:10.9590000		Ifrit-Egi Flaming Crush Ramuh 19048
00:00:10.9590000		Run Escape gains Further Ruin from Run Escape
00:00:10.9590000		Ifrit-Egi prepares Inferno on Ramuh 36724 (CRITICAL)
00:00:11.0030000		Bunshin Shadow Fang Ramuh 7354
00:00:11.0030000		The limit break guage has been updated to 680. 3 bars are available.
00:00:11.0470000		Dan Tam prepares Dream Within A Dream on Ramuh 12794 (CRITICAL)
00:00:11.0470000		Dan Tam prepares Dream Within A Dream on Ramuh 16267 (CRITICAL)
00:00:11.0470000		Dan Tam prepares Dream Within A Dream on Ramuh 10655 (DIRECT HIT)
00:00:11.0470000		Dan Tam gains Assassinate Ready from Dan Tam
00:00:11.0930000		Blue Fever Shot Ramuh 4844
00:00:11.0930000		Blue Fever prepares Refulgent Arrow on Ramuh 28949 (CRITICAL)
00:00:11.1370000		Yujin Ahn prepares Inner Release on Yujin Ahn 1177
00:00:11.1370000		Yujin Ahn gains Inner Release from Yujin Ahn
00:00:11.1800000		Ifrit-Egi Burning Strike Ramuh 5998
00:00:11.4040000		Minju Rose prepares Attack on Ramuh 3887 (DIRECT HIT)
00:00:11.4480000		Dan Tam prepares Attack on Ramuh 4800 (DIRECT HIT)
00:00:11.4930000		Run Escape Fester Ramuh 28699
00:00:11.4930000		Yoo Rose prepares Deathflare on Ramuh 34637 (DIRECT HIT)
00:00:11.5370000		Ramuh gains Reprisal from Minju Rose
00:00:11.6260000		Yoo Rose Ruin III Ramuh 14202
00:00:11.6260000		Dengue Fever prepares Glare on Ramuh 32873 (CRITICAL)
00:00:11.6260000		Run Escape prepares Ruin III on Ramuh 19589 (DIRECT HIT)
00:00:11.7600000		Minju Rose gains Whispering Dawn from Eos
00:00:11.7600000		Dan Tam Dream Within A Dream Ramuh 12794
00:00:11.8480000		Blue Fever prepares Barrage on Blue Fever 128 (DIRECT HIT)
00:00:11.8480000		Yujin Ahn prepares Fell Cleave on Ramuh 37634 (CRITICAL)
00:00:11.8480000		Blue Fever gains Barrage from Blue Fever
00:00:11.8480000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:11.8930000		Dengue Fever gains Whispering Dawn from Eos
00:00:11.8930000		Ifrit-Egi Inferno Ramuh 36724
00:00:11.8930000		Ramuh gains Inferno from Ifrit-Egi
00:00:11.8930000		Dan Tam Dream Within A Dream Ramuh 16267
00:00:11.9370000		Minju Rose Attack Ramuh 3887
00:00:11.9810000		Dan Tam Attack Ramuh 4800
00:00:12.0250000		Dan Tam gains Whispering Dawn from Eos
00:00:12.0250000		Dan Tam Dream Within A Dream Ramuh 10655
00:00:12.0690000		Ramuh prepares Judgment Volts on Ramuh 19381
