-00:00:01.4320000		Dengue Fever casts Glare on Ramuh
00:00:02.6830000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:02.6830000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:00:02.6830000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:02.6830000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:02.6830000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:02.6830000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:02.6830000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:02.6830000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:02.6830000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:02.7260000		Dan Tam Attack Ramuh 4800
00:00:02.7260000		Dengue Fever prepares Assize on Dengue Fever +28299 (CRITICAL)
00:00:02.7260000		Dengue Fever prepares Assize on Ramuh 43956 (CRITICAL)
00:00:02.7260000		Dengue Fever prepares Assize on Yujin Ahn +17822
00:00:02.7260000		Dengue Fever prepares Assize on Minju Rose +18064
00:00:02.7260000		Dengue Fever prepares Assize on Dan Tam +17903
00:00:02.7260000		Dengue Fever prepares Assize on Aihyooni Yoomi +29351 (CRITICAL)
00:00:02.7260000		Dengue Fever prepares Assize on Yoo Rose +17827
00:00:02.7260000		Dengue Fever prepares Assize on Run Escape +18292
00:00:02.7260000		Dengue Fever prepares Assize on Blue Fever +18115
00:00:02.7260000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:00:02.7260000		Aihyooni Yoomi prepares Energy Drain on Ramuh 11473
00:00:02.7260000		Ramuh prepares Unknown_4Bc9 on Minju Rose +5576 (CRITICAL)
00:00:02.7710000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 17118 (DIRECT HIT)
00:00:02.7710000		Yoo Rose prepares Tri-Disaster on Ramuh 37788 (CRITICAL)
00:00:02.7710000		Ramuh gains Bio III from Yoo Rose
00:00:02.7710000		Ramuh gains Miasma III from Yoo Rose
00:00:03.0350000		Dan Tam Spinning Edge Ramuh 8341
00:00:03.0810000		Dengue Fever Dia Ramuh 7983
00:00:03.0810000		Ramuh gains Dia from Dengue Fever
00:00:03.0810000		Minju Rose prepares Attack on Ramuh 3889 (CRITICAL)
00:00:03.1690000		Ifrit-Egi Burning Strike Ramuh 5157
00:00:03.3040000		Minju Rose Fast Blade Ramuh 9314
00:00:03.3480000		Blue Fever The Wanderer's Minuet Ramuh 4745
00:00:03.3930000		Ruby Carbuncle Crimson Cyclone Ramuh 17118
00:00:03.3930000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:03.4830000		Yoo Rose prepares Dreadwyrm Trance on Yoo Rose 
00:00:03.4830000		Minju Rose prepares Circle Of Scorn on Ramuh 4186 (DIRECT HIT)
00:00:03.4830000		Dengue Fever prepares Presence Of Mind on Dengue Fever 
00:00:03.5260000		Dengue Fever Assize Ramuh 43956
00:00:03.5270000		Ramuh Unknown_4Bc9 Minju Rose 5576
00:00:03.5710000		Yoo Rose Tri-Disaster Ramuh 37788
00:00:03.5710000		Blue Fever Bloodletter Ramuh 7898
00:00:03.5710000		Eos prepares Embrace on Minju Rose +4715
00:00:03.5710000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:03.6150000		Minju Rose Attack Ramuh 3889
00:00:03.7500000		Aihyooni Yoomi Energy Drain Ramuh 11473
00:00:03.7500000		Blue Fever prepares Caustic Bite on Ramuh 7887
00:00:04.0170000		Dengue Fever gains Presence Of Mind from Dengue Fever
00:00:04.1950000		Ifrit-Egi gains Summon Order from Ramuh
00:00:04.2390000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 13555
00:00:04.2390000		Minju Rose prepares Fight Or Flight on Minju Rose 
00:00:04.3280000		Blue Fever prepares Shot on Ramuh 4629
00:00:04.3730000		Dan Tam prepares Attack on Ramuh 6000 (CRITICAL)
00:00:04.4180000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:04.4640000		Blue Fever prepares Empyreal Arrow on Ramuh 12112
00:00:04.4640000		Yujin Ahn prepares Maim on Ramuh 8427
00:00:04.4640000		Run Escape gains Aetherflow from Run Escape
00:00:04.4640000		Run Escape prepares Energy Drain on Ramuh 11222 (CRITICAL)
00:00:04.5080000		Minju Rose Circle Of Scorn Ramuh 4186
00:00:04.5080000		Ramuh gains Circle Of Scorn from Minju Rose
00:00:04.7310000		Dan Tam prepares Gust Slash on Ramuh 16593 (DIRECT HIT)
00:00:04.8650000		Ifrit-Egi Crimson Cyclone Ramuh 13555
00:00:04.8650000		Run Escape gains Further Ruin from Run Escape
00:00:04.8650000		Minju Rose gains Fight Or Flight from Minju Rose
00:00:04.9100000		Dan Tam Attack Ramuh 6000
00:00:04.9540000		Ruby Carbuncle prepares Burning Strike on Ramuh 5460 (DIRECT HIT)
00:00:05.0440000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:00:05.0440000		Blue Fever Caustic Bite Ramuh 7887
00:00:05.0440000		Ramuh gains Caustic Bite from Blue Fever
00:00:05.0440000		Minju Rose prepares Riot Blade on Ramuh 16029 (CRITICAL)
00:00:05.0890000		Blue Fever Shot Ramuh 4629
00:00:05.0890000		Yujin Ahn Maim Ramuh 8427
00:00:05.0890000		Yoo Rose prepares Enkindle: Inferno on Ramuh +239 (CRITICAL)
00:00:05.1330000		Dan Tam Gust Slash Ramuh 16593
00:00:05.1330000		Yujin Ahn prepares Infuriate on Yujin Ahn 
00:00:05.1330000		The limit break guage has been updated to 340. 3 bars are available.
00:00:05.1330000		Yujin Ahn gains Nascent Chaos from Yujin Ahn
00:00:05.2220000		Run Escape prepares Tri-Disaster on Ramuh 25058 (DIRECT HIT)
00:00:05.2220000		Ramuh gains Bio III from Run Escape
00:00:05.2220000		Ramuh gains Miasma III from Run Escape
00:00:05.2660000		Blue Fever prepares Battle Voice on Yoo Rose 
00:00:05.2660000		Blue Fever prepares Battle Voice on Run Escape 
00:00:05.2660000		Blue Fever prepares Battle Voice on Aihyooni Yoomi 
00:00:05.2660000		Blue Fever prepares Battle Voice on Dan Tam 
00:00:05.2660000		Blue Fever prepares Battle Voice on Yujin Ahn 
00:00:05.2660000		Blue Fever prepares Battle Voice on Dengue Fever 
00:00:05.2660000		Blue Fever prepares Battle Voice on Minju Rose 
00:00:05.3560000		Minju Rose prepares Attack on Ramuh 4696 (CRITICAL)
00:00:05.4010000		Dan Tam prepares Mug on Ramuh 5671
00:00:05.4910000		Blue Fever Empyreal Arrow Ramuh 12112
00:00:05.4910000		Run Escape Energy Drain Ramuh 11222
00:00:05.5350000		Ruby Carbuncle prepares Flaming Crush on Ramuh 20672 (CRITICAL)
00:00:05.5350000		Yujin Ahn prepares Attack on Ramuh 3939
00:00:05.5790000		Aihyooni Yoomi prepares Broil III on Ramuh 19476
00:00:05.7130000		Ruby Carbuncle gains Summon Order III from Ramuh
00:00:05.7140000		Minju Rose prepares Intervene on Ramuh 7210
00:00:05.7140000		Dengue Fever prepares Glare on Ramuh 20931
00:00:05.7580000		Ruby Carbuncle Burning Strike Ramuh 5460
00:00:05.7580000		Yoo Rose gains Aetherflow from Yoo Rose
00:00:05.7580000		Yoo Rose prepares Energy Drain on Ramuh 10107 (CRITICAL)
00:00:05.7580000		Ramuh prepares Unknown_4Bc9 on Minju Rose +21856 (CRITICAL)
00:00:05.8020000		Minju Rose Riot Blade Ramuh 16029
00:00:05.8910000		Yoo Rose gains Battle Voice from Blue Fever
00:00:05.8910000		Minju Rose Attack Ramuh 4696
00:00:05.8910000		Ifrit-Egi prepares Burning Strike on Ramuh 4406
00:00:05.8910000		Ruby Carbuncle gains Battle Voice from Blue Fever
00:00:05.9350000		Dan Tam Mug Ramuh 5671
00:00:06.0250000		Run Escape gains Battle Voice from Blue Fever
00:00:06.0250000		Run Escape Tri-Disaster Ramuh 25058
00:00:06.0250000		Ifrit-Egi gains Battle Voice from Blue Fever
00:00:06.0700000		Yujin Ahn Attack Ramuh 3939
00:00:06.0700000		Dan Tam prepares Bunshin on Dan Tam 
00:00:06.0700000		Dan Tam gains Bunshin from Dan Tam
00:00:06.1150000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:06.1580000		Aihyooni Yoomi gains Battle Voice from Blue Fever
00:00:06.1580000		Eos gains Battle Voice from Blue Fever
00:00:06.2040000		Blue Fever prepares Refulgent Arrow on Ramuh 18191
00:00:06.2480000		Aihyooni Yoomi prepares Ruin II on Ramuh 15122
00:00:06.2920000		Dan Tam gains Battle Voice from Blue Fever
00:00:06.2920000		Minju Rose Intervene Ramuh 7210
00:00:06.2920000		Bunshin gains Well Fed from Dan Tam
00:00:06.2920000		Bunshin gains Devotion from Ifrit-Egi
00:00:06.2920000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:06.2920000		Bunshin gains Battle Voice from Blue Fever
00:00:06.3810000		Aihyooni Yoomi Broil III Ramuh 19476
00:00:06.4250000		Yujin Ahn gains Battle Voice from Blue Fever
00:00:06.5600000		Dengue Fever gains Battle Voice from Blue Fever
00:00:06.5600000		Ramuh Unknown_4Bc9 Minju Rose 21856
00:00:06.5600000		Dan Tam prepares Attack on Ramuh 7696 (CRITICAL)
00:00:06.6960000		Ruby Carbuncle Flaming Crush Ramuh 20672
00:00:06.6960000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:06.6960000		Ifrit-Egi Burning Strike Ramuh 4406
00:00:06.6960000		Minju Rose gains Battle Voice from Blue Fever
00:00:06.7390000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:00:06.7850000		Yoo Rose Energy Drain Ramuh 10107
00:00:06.7850000		Ifrit-Egi prepares Flaming Crush on Ramuh 27394 (CRITICAL)
00:00:06.7850000		Yujin Ahn prepares Storm's Eye on Ramuh 22773 (CRITICAL)
00:00:06.8290000		Dan Tam prepares Aeolian Edge on Ramuh 18766
00:00:06.8290000		Dan Tam gains Bunshin from Dan Tam
00:00:06.8730000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:06.9180000		Bunshin prepares Aeolian Edge on Ramuh 7494
00:00:06.9180000		Aihyooni Yoomi prepares Swiftcast on Aihyooni Yoomi 
00:00:06.9180000		Aihyooni Yoomi gains Swiftcast from Aihyooni Yoomi
00:00:07.0070000		Dengue Fever Glare Ramuh 20931
00:00:07.0070000		Blue Fever prepares Sidewinder on Ramuh 25048 (CRITICAL)
00:00:07.0960000		Dan Tam Attack Ramuh 7696
00:00:07.1400000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:07.1400000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:07.1850000		Aihyooni Yoomi Ruin II Ramuh 15122
00:00:07.1850000		Ruby Carbuncle prepares Inferno on Ramuh 18953 (DIRECT HIT)
00:00:07.3200000		Eos prepares Embrace on Minju Rose +7408 (CRITICAL)
00:00:07.3640000		Dan Tam Aeolian Edge Ramuh 18766
00:00:07.4090000		Blue Fever prepares Shot on Ramuh 5779 (DIRECT HIT)
00:00:07.4090000		Minju Rose prepares Goring Blade on Ramuh 27292 (CRITICAL)
00:00:07.4530000		Bunshin Aeolian Edge Ramuh 7494
00:00:07.4970000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:00:07.5410000		Blue Fever Sidewinder Ramuh 25048
00:00:07.5410000		Yujin Ahn prepares Reprisal on Ramuh 
00:00:07.5850000		Yoo Rose prepares Aetherpact on Yoo Rose +239 (CRITICAL)
00:00:07.6300000		Minju Rose prepares Attack on Ramuh 4946 (CRITICAL)
00:00:07.6300000		Aihyooni Yoomi prepares Chain Stratagem on Ramuh 
00:00:07.6740000		Blue Fever Refulgent Arrow Ramuh 18191
00:00:07.7630000		Dengue Fever prepares Glare on Ramuh 34001 (CRITICAL)
00:00:07.9430000		Ifrit-Egi Flaming Crush Ramuh 27394
00:00:07.9430000		Run Escape gains Further Ruin from Run Escape
00:00:07.9430000		Eos Embrace Minju Rose 7408
00:00:07.9430000		Minju Rose Goring Blade Ramuh 27292
00:00:07.9430000		Ramuh gains Goring Blade from Minju Rose
00:00:08.1220000		Ruby Carbuncle Inferno Ramuh 18953
00:00:08.1220000		Ramuh gains Inferno from Ruby Carbuncle
00:00:08.1220000		The limit break guage has been updated to 510. 3 bars are available.
00:00:08.1660000		Blue Fever Shot Ramuh 5779
00:00:08.1660000		Minju Rose Attack Ramuh 4946
00:00:08.1660000		Ramuh gains Reprisal from Yujin Ahn
00:00:08.2100000		Ruby Carbuncle gains Summon Order IV from Ruby Carbuncle
00:00:08.2560000		Ruby Carbuncle prepares Devotion on Dan Tam 
00:00:08.2560000		Ruby Carbuncle prepares Devotion on Aihyooni Yoomi 
00:00:08.2560000		Ruby Carbuncle prepares Devotion on Yujin Ahn 
00:00:08.2560000		Ruby Carbuncle prepares Devotion on Minju Rose 
00:00:08.2560000		Ruby Carbuncle prepares Devotion on Dengue Fever 
00:00:08.2560000		Ruby Carbuncle prepares Devotion on Blue Fever 
00:00:08.2560000		Ruby Carbuncle prepares Devotion on Run Escape 
00:00:08.2560000		Ruby Carbuncle prepares Devotion on Yoo Rose 
00:00:08.2560000		Yoo Rose gains Aetherflow from Yoo Rose
00:00:08.2560000		Yoo Rose prepares Fester on Ramuh 20666
00:00:08.4350000		Yujin Ahn Storm's Eye Ramuh 22773
00:00:08.4350000		Yujin Ahn gains Storm's Eye from Yujin Ahn
00:00:08.4350000		Ramuh gains Chain Stratagem from Aihyooni Yoomi
00:00:08.6600000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:08.7040000		Blue Fever prepares Burst Shot on Ramuh 15460 (DIRECT HIT)
00:00:08.7040000		Aihyooni Yoomi prepares Broil III on Ramuh 42221 (CRITICAL)
00:00:08.7040000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:08.7480000		Dan Tam prepares Attack on Ramuh 7173 (CRITICAL)
00:00:08.8830000		Dan Tam prepares Spinning Edge on Ramuh 10484 (DIRECT HIT)
00:00:08.8830000		Dan Tam gains Bunshin from Dan Tam
00:00:08.9270000		Yujin Ahn prepares Attack on Ramuh 4137
00:00:08.9700000		Ifrit-Egi prepares Burning Strike on Ramuh 6784 (CRITICAL)
00:00:08.9700000		Bunshin prepares Spinning Edge on Ramuh 14135 (CRITICAL)
00:00:09.0600000		Dan Tam gains Devotion from Ruby Carbuncle
00:00:09.0600000		Dengue Fever Glare Ramuh 34001
00:00:09.0600000		Bunshin gains Devotion from Ruby Carbuncle
00:00:09.1500000		Yujin Ahn prepares Inner Chaos on Ramuh 60960 (CRITICAL)
00:00:09.1950000		Aihyooni Yoomi gains Devotion from Ruby Carbuncle
00:00:09.1950000		Yoo Rose Fester Ramuh 20666
00:00:09.1950000		Eos gains Devotion from Ruby Carbuncle
00:00:09.2850000		Dan Tam Attack Ramuh 7173
00:00:09.2850000		Dan Tam Spinning Edge Ramuh 10484
00:00:09.2850000		Ifrit-Egi gains Summon Order from Ramuh
00:00:09.3300000		Yujin Ahn gains Devotion from Ruby Carbuncle
00:00:09.3300000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:09.3740000		Bunshin Spinning Edge Ramuh 14135
00:00:09.3740000		Blue Fever prepares Pitch Perfect on Ramuh 23971
00:00:09.3740000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:00:09.3740000		Aihyooni Yoomi prepares Energy Drain on Ramuh 13655 (DIRECT HIT)
00:00:09.4630000		Minju Rose gains Devotion from Ruby Carbuncle
00:00:09.4630000		Yujin Ahn Attack Ramuh 4137
00:00:09.4630000		Run Escape prepares Addle on Ramuh 
00:00:09.5070000		Aihyooni Yoomi Broil III Ramuh 42221
00:00:09.5510000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 16495 (DIRECT HIT)
00:00:09.5960000		Dengue Fever gains Devotion from Ruby Carbuncle
00:00:09.6410000		Dan Tam prepares Trick Attack on Ramuh 19724
00:00:09.6410000		Ramuh gains Vulnerability Up from Dan Tam
00:00:09.7300000		Blue Fever gains Devotion from Ruby Carbuncle
00:00:09.7740000		Ifrit-Egi Burning Strike Ramuh 6784
00:00:09.7750000		Minju Rose prepares Fast Blade on Ramuh 14919 (CRITICAL)
00:00:09.8190000		Ruby Carbuncle prepares Burning Strike on Ramuh 5539 (DIRECT HIT)
00:00:09.8640000		Run Escape gains Devotion from Ruby Carbuncle
00:00:09.8640000		Dengue Fever prepares Glare on Ramuh 21705
00:00:09.8640000		Ifrit-Egi gains Devotion from Ruby Carbuncle
00:00:09.9080000		Minju Rose prepares Attack on Ramuh 3255
00:00:09.9520000		Ruby Carbuncle gains Summon Order from Ramuh
00:00:09.9970000		Yoo Rose gains Devotion from Ruby Carbuncle
00:00:09.9970000		Ruby Carbuncle gains Devotion from Ruby Carbuncle
00:00:10.0860000		Yujin Ahn Inner Chaos Ramuh 60960
00:00:10.0860000		Ramuh gains Addle from Run Escape
00:00:10.1300000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:10.1300000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:10.1750000		Ifrit-Egi Crimson Cyclone Ramuh 16495
00:00:10.1750000		Run Escape gains Further Ruin from Run Escape
00:00:10.1750000		Blue Fever Burst Shot Ramuh 15460
00:00:10.1750000		Blue Fever Pitch Perfect Ramuh 23971
00:00:10.1750000		Aihyooni Yoomi prepares Whispering Dawn on Aihyooni Yoomi 
00:00:10.3080000		Run Escape prepares Dreadwyrm Trance on Run Escape 
00:00:10.3970000		Minju Rose Fast Blade Ramuh 14919
00:00:10.3970000		Aihyooni Yoomi Energy Drain Ramuh 13655
00:00:10.3970000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 21706 (CRITICAL)
00:00:10.4420000		Minju Rose Attack Ramuh 3255
00:00:10.4420000		Dan Tam Trick Attack Ramuh 19724
00:00:10.4870000		Blue Fever prepares Shot on Ramuh 9929 (CRITICAL)
00:00:10.6220000		Ruby Carbuncle Burning Strike Ramuh 5539
00:00:10.8460000		Eos prepares Embrace on Minju Rose +7271 (CRITICAL)
00:00:10.9360000		Dan Tam prepares Attack on Ramuh 7729 (CRITICAL)
00:00:10.9800000		Eos gains Summon Order from Eos
00:00:10.9800000		Dan Tam prepares Shadow Fang on Ramuh 12411 (CRITICAL)
00:00:10.9800000		Dan Tam gains Bunshin from Dan Tam
00:00:11.0250000		Ruby Carbuncle Crimson Cyclone Ramuh 21706
00:00:11.0250000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:11.0690000		Bunshin prepares Shadow Fang on Ramuh 9948 (DIRECT HIT)
00:00:11.1150000		The limit break guage has been updated to 680. 3 bars are available.
00:00:11.1590000		Dengue Fever Glare Ramuh 21705
00:00:11.1590000		Blue Fever prepares Refulgent Arrow on Ramuh 24481 (DIRECT HIT)
00:00:11.2040000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:11.2490000		Blue Fever Shot Ramuh 9929
00:00:11.2940000		Yujin Ahn prepares Inner Release on Yujin Ahn 1177
00:00:11.2940000		Yujin Ahn gains Inner Release from Yujin Ahn
00:00:11.4730000		Eos Embrace Minju Rose 7271
00:00:11.4730000		Dan Tam Attack Ramuh 7729
00:00:11.5180000		Dan Tam Shadow Fang Ramuh 12411
00:00:11.5180000		Ramuh gains Shadow Fang from Dan Tam
00:00:11.6080000		Bunshin Shadow Fang Ramuh 9948
00:00:11.6530000		Dan Tam prepares Dream Within A Dream on Ramuh 10106 (DIRECT HIT)
00:00:11.6530000		Dan Tam prepares Dream Within A Dream on Ramuh 10761 (DIRECT HIT)
00:00:11.6530000		Dan Tam prepares Dream Within A Dream on Ramuh 10896 (DIRECT HIT)
00:00:11.6530000		Dan Tam gains Assassinate Ready from Dan Tam
00:00:11.7860000		Yoo Rose prepares Ruin III on Ramuh 13827
00:00:11.8310000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:00:11.8760000		Ifrit-Egi prepares Flaming Crush on Ramuh 22404 (CRITICAL)
00:00:11.8760000		Blue Fever prepares Barrage on Blue Fever 128 (DIRECT HIT)
00:00:11.8760000		Blue Fever gains Barrage from Blue Fever
00:00:11.8760000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:11.9200000		Eos prepares Whispering Dawn on Minju Rose 
00:00:11.9200000		Eos prepares Whispering Dawn on Dengue Fever 
00:00:11.9200000		Eos prepares Whispering Dawn on Yujin Ahn 
00:00:11.9200000		Eos prepares Whispering Dawn on Aihyooni Yoomi 
00:00:11.9200000		Eos prepares Whispering Dawn on Dan Tam 
00:00:11.9200000		Eos prepares Whispering Dawn on Run Escape 
00:00:11.9200000		Eos prepares Whispering Dawn on Blue Fever 
00:00:11.9200000		Eos prepares Whispering Dawn on Yoo Rose 
00:00:11.9200000		Ramuh prepares Judgment Volts on Ramuh 19381
00:00:11.9640000		Yujin Ahn prepares Fell Cleave on Ramuh 39346 (CRITICAL)
00:00:12.0090000		Dengue Fever prepares Glare on Ramuh 26305 (DIRECT HIT)
00:00:12.0090000		Run Escape prepares Enkindle: Inferno on Ramuh +239 (CRITICAL)
00:00:12.1890000		Minju Rose prepares Riot Blade on Ramuh 11482
00:00:12.1890000		Minju Rose prepares Attack on Ramuh 3244
00:00:12.3240000		Yujin Ahn prepares Attack on Ramuh 8467 (CRITICAL)
00:00:12.3690000		Dan Tam Dream Within A Dream Ramuh 10106
00:00:12.4130000		Ramuh prepares Judgment Volts on Dan Tam 44291
00:00:12.4130000		Ramuh prepares Judgment Volts on Aihyooni Yoomi 37642
00:00:12.4130000		Ramuh prepares Judgment Volts on Yujin Ahn 21411
00:00:12.4130000		Ramuh prepares Judgment Volts on Minju Rose +29420 (CRITICAL)
00:00:12.4130000		Ramuh prepares Judgment Volts on Dengue Fever 38816
00:00:12.4130000		Ramuh prepares Judgment Volts on Run Escape 38276
00:00:12.4130000		Ramuh prepares Judgment Volts on Blue Fever 44199
00:00:12.4130000		Ramuh prepares Judgment Volts on Yoo Rose 36590
00:00:12.4570000		Ifrit-Egi prepares Burning Strike on Ramuh 4697
00:00:12.5020000		Dan Tam Dream Within A Dream Ramuh 10761
00:00:12.5920000		Yoo Rose Ruin III Ramuh 13827
00:00:12.5920000		Yujin Ahn Fell Cleave Ramuh 39346
00:00:12.6370000		Blue Fever Refulgent Arrow Ramuh 24481
00:00:12.6370000		Dan Tam Dream Within A Dream Ramuh 10896
00:00:12.6370000		Ifrit-Egi gains Summon Order III from Ramuh
00:00:12.6370000		Yujin Ahn prepares Upheaval on Ramuh 29596 (CRITICAL)
00:00:12.7260000		Minju Rose Attack Ramuh 3244
00:00:12.8160000		Run Escape gains Aetherflow from Run Escape
