-00:00:01.5640000		Dengue Fever casts Glare on Ramuh
00:00:02.1880000		Dan Tam Attack Ramuh 3881
00:00:02.2320000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 12973
00:00:02.2760000		Ruby Carbuncle Burning Strike Ramuh 4171
00:00:02.3210000		Yoo Rose prepares Tri-Disaster on Ramuh 20249
00:00:02.3210000		Ramuh gains Bio III from Yoo Rose
00:00:02.3210000		Ramuh gains Miasma III from Yoo Rose
00:00:02.3650000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:02.3650000		The limit break guage has been updated to 170. 3 bars are available.
00:00:02.4540000		Yujin Ahn Heavy Swing Ramuh 9374
00:00:02.4540000		Yujin Ahn Attack Ramuh 3600
00:00:02.4540000		Run Escape Ruin III Ramuh 16494
00:00:02.4990000		Dan Tam Spinning Edge Ramuh 9057
00:00:02.5430000		Minju Rose prepares Fast Blade on Ramuh 10972 (CRITICAL)
00:00:02.6320000		Minju Rose Attack Ramuh 2485
00:00:02.6320000		Dengue Fever prepares Assize on Dengue Fever +18738
00:00:02.6320000		Dengue Fever prepares Assize on Ramuh 42448 (CRITICAL)
00:00:02.6320000		Dengue Fever prepares Assize on Minju Rose +18702
00:00:02.6320000		Dengue Fever prepares Assize on Yujin Ahn +17987
00:00:02.6320000		Dengue Fever prepares Assize on Aihyooni Yoomi +29007 (CRITICAL)
00:00:02.6320000		Dengue Fever prepares Assize on Dan Tam +18588
00:00:02.6320000		Dengue Fever prepares Assize on Run Escape +29357 (CRITICAL)
00:00:02.6320000		Dengue Fever prepares Assize on Yoo Rose +29036 (CRITICAL)
00:00:02.6320000		Dengue Fever prepares Assize on Blue Fever +17869
00:00:02.6770000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:00:02.6770000		Aihyooni Yoomi prepares Energy Drain on Ramuh 10525
00:00:02.7220000		Ramuh Unknown_4Bc9 Minju Rose 10794
00:00:02.7660000		Blue Fever The Wanderer's Minuet Ramuh 5634
00:00:02.7660000		Blue Fever Bloodletter Ramuh 12348
00:00:02.8550000		Ruby Carbuncle Crimson Cyclone Ramuh 12973
00:00:02.8550000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:02.9000000		Blue Fever prepares Caustic Bite on Ramuh 8435
00:00:02.9900000		Dengue Fever Dia Ramuh 8227
00:00:02.9900000		Ramuh gains Dia from Dengue Fever
00:00:02.9900000		Ifrit-Egi gains Summon Order from Ramuh
00:00:03.0340000		Eos prepares Embrace on Minju Rose +4594
00:00:03.0340000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 13349
00:00:03.1240000		Yoo Rose Tri-Disaster Ramuh 20249
00:00:03.1680000		Minju Rose Fast Blade Ramuh 10972
00:00:03.1680000		Yoo Rose prepares Dreadwyrm Trance on Yoo Rose 
00:00:03.1680000		Run Escape gains Aetherflow from Run Escape
00:00:03.1680000		Run Escape prepares Energy Drain on Ramuh 7174
00:00:03.3470000		Minju Rose prepares Circle Of Scorn on Ramuh 3301
00:00:03.4360000		Dengue Fever Assize Ramuh 42448
00:00:03.4810000		Blue Fever prepares Shot on Ramuh 4845
00:00:03.5250000		Dengue Fever prepares Presence Of Mind on Dengue Fever 
00:00:03.6590000		Ifrit-Egi Crimson Cyclone Ramuh 13349
00:00:03.6590000		Run Escape gains Further Ruin from Run Escape
00:00:03.7040000		Aihyooni Yoomi Energy Drain Ramuh 10525
00:00:03.7940000		Blue Fever prepares Empyreal Arrow on Ramuh 12921
00:00:03.8380000		Dan Tam prepares Attack on Ramuh 3614
00:00:03.9280000		Run Escape prepares Tri-Disaster on Ramuh 31558 (CRITICAL)
00:00:03.9280000		Ramuh gains Bio III from Run Escape
00:00:03.9280000		Ramuh gains Miasma III from Run Escape
00:00:04.0170000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:04.0620000		Dengue Fever gains Presence Of Mind from Dengue Fever
00:00:04.1060000		Minju Rose prepares Fight Or Flight on Minju Rose 
00:00:04.1960000		Blue Fever Caustic Bite Ramuh 8435
00:00:04.1960000		Ramuh gains Caustic Bite from Blue Fever
00:00:04.1960000		Run Escape Energy Drain Ramuh 7174
00:00:04.1960000		Dan Tam prepares Gust Slash on Ramuh 19835 (CRITICAL)
00:00:04.2400000		Blue Fever Shot Ramuh 4845
00:00:04.2400000		Yujin Ahn prepares Maim on Ramuh 8495
00:00:04.3750000		Minju Rose Circle Of Scorn Ramuh 3301
00:00:04.3750000		Ramuh gains Circle Of Scorn from Minju Rose
00:00:04.3750000		Dan Tam Attack Ramuh 3614
00:00:04.3750000		Minju Rose prepares Attack on Ramuh 2432
00:00:04.5980000		Dan Tam Gust Slash Ramuh 19835
00:00:04.6420000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:00:04.6420000		Blue Fever prepares Battle Voice on Yoo Rose 
00:00:04.6420000		Blue Fever prepares Battle Voice on Run Escape 
00:00:04.6420000		Blue Fever prepares Battle Voice on Aihyooni Yoomi 
00:00:04.6420000		Blue Fever prepares Battle Voice on Dan Tam 
00:00:04.6420000		Blue Fever prepares Battle Voice on Yujin Ahn 
00:00:04.6420000		Blue Fever prepares Battle Voice on Dengue Fever 
00:00:04.6420000		Blue Fever prepares Battle Voice on Minju Rose 
00:00:04.6870000		Ruby Carbuncle prepares Flaming Crush on Ramuh 16607 (DIRECT HIT)
00:00:04.6870000		Ifrit-Egi prepares Burning Strike on Ramuh 4477
00:00:04.7320000		Minju Rose gains Fight Or Flight from Minju Rose
00:00:04.7320000		Run Escape Tri-Disaster Ramuh 31558
00:00:04.7320000		Yoo Rose prepares Enkindle: Inferno on Ramuh +239 (CRITICAL)
00:00:04.8200000		Blue Fever Empyreal Arrow Ramuh 12921
00:00:04.8650000		Yujin Ahn Maim Ramuh 8495
00:00:04.9100000		Minju Rose Attack Ramuh 2432
00:00:04.9100000		Minju Rose prepares Riot Blade on Ramuh 10355
00:00:04.9100000		Yujin Ahn prepares Infuriate on Yujin Ahn 
00:00:04.9100000		Dan Tam prepares Mug on Ramuh 5834
00:00:04.9100000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:04.9100000		Yujin Ahn gains Nascent Chaos from Yujin Ahn
00:00:04.9540000		Ramuh prepares Unknown_4Bc9 on Minju Rose 26951
00:00:05.2660000		Yoo Rose gains Battle Voice from Blue Fever
00:00:05.2660000		Ruby Carbuncle prepares Burning Strike on Ramuh 4260
00:00:05.2660000		Ruby Carbuncle gains Battle Voice from Blue Fever
00:00:05.3110000		Yujin Ahn prepares Attack on Ramuh 3924
00:00:05.3560000		Ruby Carbuncle gains Summon Order III from Ramuh
00:00:05.3560000		Blue Fever prepares Sidewinder on Ramuh 16281
00:00:05.4010000		Run Escape gains Battle Voice from Blue Fever
00:00:05.4010000		Yoo Rose gains Aetherflow from Yoo Rose
00:00:05.4010000		Yoo Rose prepares Energy Drain on Ramuh 13173 (CRITICAL)
00:00:05.4010000		The limit break guage has been updated to 340. 3 bars are available.
00:00:05.4010000		Ifrit-Egi gains Battle Voice from Blue Fever
00:00:05.4450000		Dan Tam Mug Ramuh 5834
00:00:05.4900000		Ifrit-Egi Burning Strike Ramuh 4477
00:00:05.5350000		Aihyooni Yoomi gains Battle Voice from Blue Fever
00:00:05.5350000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:00:05.5350000		Aihyooni Yoomi prepares Broil III on Ramuh 19699
00:00:05.5350000		Eos gains Battle Voice from Blue Fever
00:00:05.5800000		Ifrit-Egi prepares Flaming Crush on Ramuh 16286 (DIRECT HIT)
00:00:05.5800000		Dan Tam prepares Bunshin on Dan Tam 
00:00:05.5800000		Dan Tam gains Bunshin from Dan Tam
00:00:05.6240000		Minju Rose prepares Intervene on Ramuh 11117 (CRITICAL)
00:00:05.6690000		Dan Tam gains Battle Voice from Blue Fever
00:00:05.6690000		Minju Rose Riot Blade Ramuh 10355
00:00:05.7130000		Dengue Fever prepares Glare on Ramuh 20779
00:00:05.7580000		Ramuh Unknown_4Bc9 Minju Rose 26951
00:00:05.7580000		Run Escape prepares Item_Fb577 on Run Escape 
00:00:05.8030000		Yujin Ahn gains Battle Voice from Blue Fever
00:00:05.8480000		Yujin Ahn Attack Ramuh 3924
00:00:05.8480000		Ruby Carbuncle Flaming Crush Ramuh 16607
00:00:05.8480000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:05.8480000		Ruby Carbuncle prepares Inferno on Ramuh 16427
00:00:05.8910000		Blue Fever Sidewinder Ramuh 16281
00:00:05.9360000		Dengue Fever gains Battle Voice from Blue Fever
00:00:06.0250000		Dan Tam prepares Attack on Ramuh 4799 (DIRECT HIT)
00:00:06.0690000		Minju Rose gains Battle Voice from Blue Fever
00:00:06.0690000		Ruby Carbuncle Burning Strike Ramuh 4260
00:00:06.1150000		Blue Fever prepares Burst Shot on Ramuh 13169
00:00:06.1150000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:06.2040000		Minju Rose Intervene Ramuh 11117
00:00:06.2490000		Aihyooni Yoomi prepares Ruin II on Ramuh 18512 (DIRECT HIT)
00:00:06.2490000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Bunshin gains Well Fed from Dan Tam
00:00:06.2490000		Bunshin gains Devotion from Ifrit-Egi
00:00:06.2490000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:06.2490000		Bunshin gains Battle Voice from Blue Fever
00:00:06.3390000		Aihyooni Yoomi Broil III Ramuh 19699
00:00:06.3390000		Dan Tam prepares Aeolian Edge on Ramuh 18549
00:00:06.3390000		Dan Tam gains Bunshin from Dan Tam
00:00:06.4280000		Yoo Rose Energy Drain Ramuh 13173
00:00:06.4280000		Bunshin prepares Aeolian Edge on Ramuh 9360 (DIRECT HIT)
00:00:06.4720000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:06.5610000		Dan Tam Attack Ramuh 4799
00:00:06.5620000		Blue Fever prepares Shot on Ramuh 5638 (DIRECT HIT)
00:00:06.5620000		Yujin Ahn prepares Storm's Eye on Ramuh 21497 (CRITICAL)
00:00:06.6500000		Run Escape gains Medicated from Run Escape
00:00:06.6500000		Minju Rose prepares Attack on Ramuh 6174 (CRITICAL)
00:00:06.6500000		Ifrit-Egi gains Medicated from Run Escape
00:00:06.7390000		Ifrit-Egi Flaming Crush Ramuh 16286
00:00:06.7390000		Run Escape gains Further Ruin from Run Escape
00:00:06.7840000		Ruby Carbuncle Inferno Ramuh 16427
00:00:06.7840000		Ramuh gains Inferno from Ruby Carbuncle
00:00:06.7840000		Eos prepares Embrace on Minju Rose +4653
00:00:06.8730000		Dan Tam Aeolian Edge Ramuh 18549
00:00:06.9620000		Bunshin Aeolian Edge Ramuh 9360
00:00:06.9630000		Aihyooni Yoomi prepares Swiftcast on Aihyooni Yoomi 
00:00:06.9630000		Aihyooni Yoomi gains Swiftcast from Aihyooni Yoomi
00:00:07.0080000		Dengue Fever Glare Ramuh 20779
00:00:07.0970000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:00:07.1410000		Ruby Carbuncle prepares Flaming Crush on Ramuh 15738 (DIRECT HIT)
00:00:07.1860000		Minju Rose Attack Ramuh 6174
00:00:07.1860000		Aihyooni Yoomi Ruin II Ramuh 18512
00:00:07.2750000		Minju Rose prepares Goring Blade on Ramuh 17431 (DIRECT HIT)
00:00:07.3200000		Blue Fever Shot Ramuh 5638
00:00:07.4090000		Eos Embrace Minju Rose 4653
00:00:07.4540000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:07.5870000		Blue Fever Burst Shot Ramuh 13169
00:00:07.6760000		Aihyooni Yoomi prepares Chain Stratagem on Ramuh 
00:00:07.7650000		Ifrit-Egi prepares Burning Strike on Ramuh 7795 (CRITICAL)
00:00:07.8100000		Minju Rose Goring Blade Ramuh 17431
00:00:07.8100000		Ramuh gains Goring Blade from Minju Rose
00:00:07.8560000		Dengue Fever prepares Glare on Ramuh 19817
00:00:08.0790000		Ifrit-Egi gains Summon Order from Ramuh
00:00:08.2140000		Yujin Ahn Storm's Eye Ramuh 21497
00:00:08.2140000		Yujin Ahn gains Storm's Eye from Yujin Ahn
00:00:08.2150000		Dan Tam prepares Attack on Ramuh 5717 (CRITICAL)
00:00:08.2590000		Ruby Carbuncle prepares Burning Strike on Ramuh 8734 (CRITICAL)
00:00:08.3040000		Ruby Carbuncle Flaming Crush Ramuh 15738
00:00:08.3040000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:08.3040000		Run Escape prepares Addle on Ramuh 
00:00:08.3480000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 23033 (CRITICAL)
00:00:08.3480000		Aihyooni Yoomi gains Aetherflow from Aihyooni Yoomi
00:00:08.3480000		Aihyooni Yoomi prepares Energy Drain on Ramuh 10571
00:00:08.3930000		The limit break guage has been updated to 510. 3 bars are available.
00:00:08.4370000		Dan Tam prepares Spinning Edge on Ramuh 10628 (DIRECT HIT)
00:00:08.4370000		Dan Tam gains Bunshin from Dan Tam
00:00:08.4820000		Ramuh gains Chain Stratagem from Aihyooni Yoomi
00:00:08.5270000		Bunshin prepares Spinning Edge on Ramuh 6960
00:00:08.5710000		Ifrit-Egi Burning Strike Ramuh 7795
00:00:08.5710000		Blue Fever prepares Refulgent Arrow on Ramuh 27073 (CRITICAL)
00:00:08.7040000		Yujin Ahn prepares Attack on Ramuh 5208 (DIRECT HIT)
00:00:08.7490000		Dan Tam Attack Ramuh 5717
00:00:08.8380000		Dan Tam Spinning Edge Ramuh 10628
00:00:08.9280000		Ramuh gains Addle from Run Escape
00:00:08.9280000		Bunshin Spinning Edge Ramuh 6960
00:00:08.9280000		Yoo Rose prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:00:08.9280000		Minju Rose prepares Attack on Ramuh 3636 (DIRECT HIT)
00:00:08.9730000		Ifrit-Egi Crimson Cyclone Ramuh 23033
00:00:08.9730000		Run Escape gains Further Ruin from Run Escape
00:00:08.9730000		Yujin Ahn prepares Inner Chaos on Ramuh 57062 (CRITICAL)
00:00:09.0180000		Aihyooni Yoomi prepares Whispering Dawn on Aihyooni Yoomi 
00:00:09.0620000		Ruby Carbuncle Burning Strike Ramuh 8734
00:00:09.0620000		Run Escape prepares Dreadwyrm Trance on Run Escape 
00:00:09.1520000		Dengue Fever Glare Ramuh 19817
00:00:09.1520000		Dan Tam prepares Trick Attack on Ramuh 24980 (DIRECT HIT)
00:00:09.1520000		Ramuh gains Vulnerability Up from Dan Tam
00:00:09.2420000		Yujin Ahn Attack Ramuh 5208
00:00:09.2420000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:00:09.2420000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:09.3750000		Aihyooni Yoomi Energy Drain Ramuh 10571
00:00:09.4650000		Minju Rose Attack Ramuh 3636
00:00:09.5540000		Ruby Carbuncle gains Summon Order from Ramuh
00:00:09.5990000		Ruby Carbuncle prepares Crimson Cyclone on Ramuh 14134
00:00:09.5990000		Yoo Rose gains Aetherflow from Yoo Rose
00:00:09.5990000		Yoo Rose prepares Fester on Ramuh 32965 (CRITICAL)
00:00:09.6440000		Blue Fever prepares Shot on Ramuh 6240 (DIRECT HIT)
00:00:09.6440000		Minju Rose prepares Fast Blade on Ramuh 11870 (CRITICAL)
00:00:09.6900000		Aihyooni Yoomi prepares Broil III on Ramuh 26668 (DIRECT HIT)
00:00:09.7340000		Blue Fever prepares Pitch Perfect on Ramuh 40266 (CRITICAL)
00:00:09.8230000		Eos gains Summon Order from Eos
00:00:09.8680000		Eos prepares Whispering Dawn on Minju Rose 
00:00:09.8680000		Eos prepares Whispering Dawn on Dan Tam 
00:00:09.8680000		Eos prepares Whispering Dawn on Aihyooni Yoomi 
00:00:09.8680000		Eos prepares Whispering Dawn on Dengue Fever 
00:00:09.8680000		Eos prepares Whispering Dawn on Yujin Ahn 
00:00:09.8680000		Eos prepares Whispering Dawn on Run Escape 
00:00:09.8680000		Eos prepares Whispering Dawn on Yoo Rose 
00:00:09.8680000		Eos prepares Whispering Dawn on Blue Fever 
00:00:09.9130000		Yujin Ahn Inner Chaos Ramuh 57062
00:00:09.9580000		Dan Tam Trick Attack Ramuh 24980
00:00:09.9580000		Dengue Fever prepares Glare on Ramuh 34550 (CRITICAL)
00:00:09.9580000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:00:10.0470000		Blue Fever Refulgent Arrow Ramuh 27073
00:00:10.2260000		Ruby Carbuncle Crimson Cyclone Ramuh 14134
00:00:10.2260000		Yoo Rose gains Further Ruin from Yoo Rose
00:00:10.2710000		Minju Rose Fast Blade Ramuh 11870
00:00:10.4060000		Blue Fever Shot Ramuh 6240
00:00:10.4060000		Blue Fever prepares Barrage on Blue Fever 128 (DIRECT HIT)
00:00:10.4060000		Dan Tam prepares Attack on Ramuh 4817 (DIRECT HIT)
00:00:10.4060000		Blue Fever gains Barrage from Blue Fever
00:00:10.4060000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:10.4940000		Aihyooni Yoomi Broil III Ramuh 26668
00:00:10.5390000		Yoo Rose Fester Ramuh 32965
00:00:10.5390000		Blue Fever Pitch Perfect Ramuh 40266
00:00:10.5390000		Dan Tam prepares Shadow Fang on Ramuh 13660 (CRITICAL)
00:00:10.5390000		Dan Tam gains Bunshin from Dan Tam
00:00:10.5840000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:00:10.6280000		Ifrit-Egi prepares Flaming Crush on Ramuh 31234 (CRITICAL)
00:00:10.6280000		Bunshin prepares Shadow Fang on Ramuh 9238 (DIRECT HIT)
00:00:10.7180000		Run Escape prepares Enkindle: Inferno on Ramuh +239 (CRITICAL)
00:00:10.9410000		Dan Tam Attack Ramuh 4817
00:00:11.0300000		Minju Rose gains Whispering Dawn from Eos
00:00:11.0750000		Dan Tam Shadow Fang Ramuh 13660
00:00:11.0750000		Ramuh gains Shadow Fang from Dan Tam
00:00:11.0750000		Yujin Ahn prepares Inner Release on Yujin Ahn 1177
00:00:11.0750000		Yujin Ahn gains Inner Release from Yujin Ahn
00:00:11.1650000		Dan Tam gains Whispering Dawn from Eos
00:00:11.1650000		Bunshin Shadow Fang Ramuh 9238
00:00:11.1650000		Blue Fever prepares Refulgent Arrow on Ramuh 19524
00:00:11.1650000		Blue Fever prepares Refulgent Arrow on Ramuh 29427 (CRITICAL)
00:00:11.1650000		Blue Fever prepares Refulgent Arrow on Ramuh 18373
00:00:11.2090000		Ifrit-Egi prepares Burning Strike on Ramuh 9740 (CRITICAL)
00:00:11.2090000		Minju Rose prepares Attack on Ramuh 4939 (CRITICAL)
00:00:11.2540000		Dengue Fever Glare Ramuh 34550
00:00:11.2540000		Ruby Carbuncle prepares Burning Strike on Ramuh 4579
00:00:11.2540000		Dan Tam prepares Dream Within A Dream on Ramuh 7962
00:00:11.2540000		Dan Tam prepares Dream Within A Dream on Ramuh 10041 (DIRECT HIT)
00:00:11.2540000		Dan Tam prepares Dream Within A Dream on Ramuh 10874 (DIRECT HIT)
00:00:11.2540000		Dan Tam gains Assassinate Ready from Dan Tam
00:00:11.2980000		Aihyooni Yoomi gains Whispering Dawn from Eos
00:00:11.3430000		Ifrit-Egi gains Summon Order III from Ramuh
00:00:11.3890000		Yoo Rose prepares Ruin III on Ramuh 18293 (DIRECT HIT)
00:00:11.3890000		The limit break guage has been updated to 680. 3 bars are available.
00:00:11.4330000		Dengue Fever gains Whispering Dawn from Eos
00:00:11.4330000		Run Escape gains Aetherflow from Run Escape
00:00:11.4330000		Run Escape prepares Fester on Ramuh 48422 (CRITICAL)
00:00:11.5670000		Yujin Ahn gains Whispering Dawn from Eos
00:00:11.5670000		Aihyooni Yoomi prepares Energy Drain on Ramuh 11069
00:00:11.7000000		Run Escape gains Whispering Dawn from Eos
00:00:11.7450000		Minju Rose Attack Ramuh 4939
00:00:11.7890000		Ifrit-Egi Flaming Crush Ramuh 31234
00:00:11.7890000		Run Escape gains Further Ruin from Run Escape
00:00:11.7890000		Ifrit-Egi prepares Inferno on Ramuh 23786 (DIRECT HIT)
00:00:11.7890000		Yujin Ahn prepares Fell Cleave on Ramuh 40945 (CRITICAL)
00:00:11.8330000		Yoo Rose gains Whispering Dawn from Eos
00:00:11.8780000		Ramuh prepares Judgment Volts on Ramuh 19381
00:00:11.9670000		Dan Tam Dream Within A Dream Ramuh 7962
00:00:11.9670000		Blue Fever gains Whispering Dawn from Eos
00:00:12.0110000		Ifrit-Egi Burning Strike Ramuh 9740
00:00:12.0560000		Ruby Carbuncle Burning Strike Ramuh 4579
00:00:12.0560000		Minju Rose prepares Riot Blade on Ramuh 10713
00:00:12.0560000		Dengue Fever prepares Glare on Ramuh 22147
00:00:12.1010000		Dan Tam Dream Within A Dream Ramuh 10041
00:00:12.1010000		Eos prepares Embrace on Minju Rose +4644
00:00:12.1010000		Yoo Rose prepares Deathflare on Ramuh 54979 (CRITICAL)
00:00:12.1010000		Yujin Ahn prepares Attack on Ramuh 8301 (CRITICAL)
00:00:12.1900000		Yoo Rose Ruin III Ramuh 18293
00:00:12.2340000		Dan Tam Dream Within A Dream Ramuh 10874
00:00:12.2340000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:00:12.2340000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:00:12.2340000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:12.2340000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:00:12.2340000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:00:12.2340000		Dan Tam gains The Wanderer's Minuet from Blue Fever
