-00:00:01.6070000		Dengue Fever casts Glare on Ramuh
00:00:02.4890000		Dengue Fever prepares Assize on Moryn Ward +18273
00:00:02.4890000		Dengue Fever prepares Assize on Nyghtwel Tayuun +18321
00:00:02.4890000		Dengue Fever prepares Assize on Nevik Seren +18071
00:00:02.4890000		Dengue Fever prepares Assize on Blue Fever +18243
00:00:02.4890000		Dengue Fever prepares Assize on Vext Seren +18201
00:00:02.5770000		Nevik Seren Attack Ramuh 5972
00:00:02.7980000		Nevik Seren prepares Heavy Swing on Ramuh 5374
00:00:02.8430000		Blue Fever Stormbite Ramuh 5057
00:00:02.8430000		Ramuh gains Stormbite from Blue Fever
00:00:02.8870000		Vext Seren prepares Broil III on Ramuh 17526
00:00:02.9760000		Dengue Fever Dia Ramuh 7915
00:00:02.9760000		Ramuh gains Dia from Dengue Fever
00:00:02.9760000		Lorrie Laborn Attack Ramuh 6509
00:00:03.0210000		Typhus Fever Attack Ramuh 2386
00:00:03.0650000		Lorrie Laborn Hakaze Ramuh 9918
00:00:03.1540000		Blue Fever prepares The Wanderer's Minuet on Ramuh 6642 (CRITICAL)
00:00:03.1540000		Eos gains Well Fed from Vext Seren
00:00:03.1540000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:03.1540000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:03.1540000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:03.1540000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:03.1540000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:03.1540000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:03.1540000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:03.1540000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:03.2430000		Nyghtwel Tayuun prepares Blizzard III on Ramuh 22979 (CRITICAL)
00:00:03.2870000		Dengue Fever Assize Ramuh 27153
00:00:03.3310000		Nevik Seren Heavy Swing Ramuh 5374
00:00:03.3310000		Lorrie Laborn prepares Ikishoten on Lorrie Laborn 
00:00:03.3750000		Dengue Fever prepares Presence Of Mind on Dengue Fever 
00:00:03.4190000		Typhus Fever Circle Of Scorn Ramuh 3156
00:00:03.4190000		Ramuh gains Circle Of Scorn from Typhus Fever
00:00:03.5520000		Vext Seren prepares Biolysis on Ramuh +1895 (CRITICAL)
00:00:03.5520000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 18561
00:00:03.6850000		Vext Seren Broil III Ramuh 17526
00:00:03.6850000		Typhus Fever prepares Fast Blade on Ramuh 5303
00:00:03.8180000		Blue Fever The Wanderer's Minuet Ramuh 6642
00:00:03.8180000		Nyghtwel Tayuun prepares Ley Lines on Nyghtwel Tayuun 737
00:00:03.9060000		Lorrie Laborn Ikishoten Lorrie Laborn 0
00:00:03.9060000		Dengue Fever gains Presence Of Mind from Dengue Fever
00:00:03.9500000		Blue Fever Bloodletter Ramuh 7752
00:00:04.0390000		Blue Fever prepares Caustic Bite on Ramuh 7561
00:00:04.0390000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:04.1710000		Nyghtwel Tayuun Blizzard III Ramuh 22979
00:00:04.2160000		Ramuh gains Biolysis from Vext Seren
00:00:04.2160000		Moryn Ward prepares Suiton on Ramuh 23361
00:00:04.2160000		Moryn Ward prepares Attack on Ramuh 6060 (CRITICAL)
00:00:04.2160000		The limit break guage has been updated to 440. 3 bars are available.
00:00:04.2160000		Moryn Ward gains Suiton from Moryn Ward
00:00:04.3050000		Typhus Fever Fast Blade Ramuh 5303
00:00:04.3050000		Vext Seren gains Aetherflow from Vext Seren
00:00:04.3050000		Vext Seren prepares Aetherflow on Vext Seren 1000
00:00:04.3490000		Nyghtwel Tayuun gains Ley Lines from Nyghtwel Tayuun
00:00:04.3490000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:04.3490000		Ramuh Unknown_4Bc9 Nevik Seren 18561
00:00:04.3930000		Typhus Fever prepares Spirits Within on Ramuh 10210
00:00:04.5260000		Eos prepares Embrace on Nevik Seren +4454
00:00:04.6150000		Blue Fever prepares Shot on Ramuh 4583
00:00:04.7490000		Moryn Ward Attack Ramuh 6060
00:00:04.7490000		Typhus Fever prepares Attack on Ramuh 2395
00:00:04.8390000		Lorrie Laborn prepares Shifu on Ramuh 15607 (DIRECT HIT)
00:00:04.8830000		Blue Fever prepares Empyreal Arrow on Ramuh 18047 (CRITICAL)
00:00:05.1040000		Typhus Fever prepares Fight Or Flight on Typhus Fever 
00:00:05.1040000		Lorrie Laborn prepares Attack on Ramuh 3888
00:00:05.1490000		Eos Embrace Nevik Seren 4454
00:00:05.1490000		Nevik Seren prepares Maim on Ramuh 8117
00:00:05.1920000		Moryn Ward Suiton Ramuh 23361
00:00:05.2810000		Typhus Fever Attack Ramuh 2395
00:00:05.3250000		Typhus Fever Spirits Within Ramuh 10210
00:00:05.3700000		Blue Fever Shot Ramuh 4583
00:00:05.3700000		Blue Fever Caustic Bite Ramuh 7561
00:00:05.3700000		Ramuh gains Caustic Bite from Blue Fever
00:00:05.4150000		Vext Seren gains Aetherflow from Vext Seren
00:00:05.4150000		Vext Seren prepares Energy Drain on Ramuh 9448
00:00:05.4150000		Nevik Seren prepares Attack on Ramuh 3523
00:00:05.5470000		Dengue Fever prepares Glare on Ramuh 19073
00:00:05.6360000		Lorrie Laborn Shifu Ramuh 15607
00:00:05.6360000		Lorrie Laborn gains Shifu from Lorrie Laborn
00:00:05.6360000		Lorrie Laborn Attack Ramuh 3888
00:00:05.7240000		Blue Fever prepares Battle Voice on Vext Seren 
00:00:05.7240000		Blue Fever prepares Battle Voice on Nyghtwel Tayuun 
00:00:05.7240000		Blue Fever prepares Battle Voice on Moryn Ward 
00:00:05.7240000		Blue Fever prepares Battle Voice on Lorrie Laborn 
00:00:05.7240000		Blue Fever prepares Battle Voice on Typhus Fever 
00:00:05.7240000		Blue Fever prepares Battle Voice on Dengue Fever 
00:00:05.7240000		Blue Fever prepares Battle Voice on Nevik Seren 
00:00:05.7240000		Moryn Ward prepares Spinning Edge on Ramuh 14238 (CRITICAL)
00:00:05.7680000		Typhus Fever gains Fight Or Flight from Typhus Fever
00:00:05.7680000		Nevik Seren Maim Ramuh 8117
00:00:05.9460000		Blue Fever Empyreal Arrow Ramuh 18047
00:00:05.9460000		Nevik Seren Attack Ramuh 3523
00:00:06.0350000		Nyghtwel Tayuun prepares Thunder III on Ramuh 5340 (DIRECT HIT)
00:00:06.0350000		Typhus Fever prepares Riot Blade on Ramuh 9687
00:00:06.0350000		Nyghtwel Tayuun gains Thundercloud from Nyghtwel Tayuun
00:00:06.1230000		Moryn Ward Spinning Edge Ramuh 14238
00:00:06.3010000		Vext Seren prepares Chain Stratagem on Ramuh 
00:00:06.3890000		Vext Seren gains Battle Voice from Blue Fever
00:00:06.3890000		Eos gains Battle Voice from Blue Fever
00:00:06.4340000		Moryn Ward prepares Attack on Ramuh 3788
00:00:06.4780000		Vext Seren Energy Drain Ramuh 9448
00:00:06.5230000		Nyghtwel Tayuun gains Battle Voice from Blue Fever
00:00:06.5230000		Blue Fever prepares Refulgent Arrow on Ramuh 21169 (DIRECT HIT)
00:00:06.6560000		Moryn Ward gains Battle Voice from Blue Fever
00:00:06.7010000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:06.7010000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:06.7010000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:06.7010000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:06.7010000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:06.7010000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:06.7010000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:06.7010000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:06.7450000		Typhus Fever prepares Intervene on Ramuh 6680
00:00:06.7890000		Lorrie Laborn gains Battle Voice from Blue Fever
00:00:06.7890000		Typhus Fever Riot Blade Ramuh 9687
00:00:06.8780000		Dengue Fever Glare Ramuh 19073
00:00:06.9220000		Typhus Fever gains Battle Voice from Blue Fever
00:00:06.9660000		Moryn Ward Attack Ramuh 3788
00:00:07.0100000		Typhus Fever prepares Attack on Ramuh 3532 (DIRECT HIT)
00:00:07.0550000		Dengue Fever gains Battle Voice from Blue Fever
00:00:07.0550000		Vext Seren prepares Lucid Dreaming on Vext Seren 
00:00:07.1000000		Nyghtwel Tayuun Thunder III Ramuh 5340
00:00:07.1000000		Ramuh gains Thunder III from Nyghtwel Tayuun
00:00:07.1000000		Ramuh gains Chain Stratagem from Vext Seren
00:00:07.1870000		Nevik Seren gains Battle Voice from Blue Fever
00:00:07.2330000		Blue Fever prepares Sidewinder on Ramuh 16393
00:00:07.2330000		Lorrie Laborn prepares Kasha on Ramuh 19356
00:00:07.2330000		The limit break guage has been updated to 660. 3 bars are available.
00:00:07.3210000		Typhus Fever Intervene Ramuh 6680
00:00:07.4100000		Lorrie Laborn prepares Attack on Ramuh 4178
00:00:07.4980000		Nevik Seren prepares Storm's Eye on Ramuh 17215 (CRITICAL)
00:00:07.5420000		Typhus Fever Attack Ramuh 3532
00:00:07.6310000		Nyghtwel Tayuun prepares Fire III on Ramuh 10555
00:00:07.6310000		Dengue Fever prepares Glare on Ramuh 23703 (DIRECT HIT)
00:00:07.6760000		Vext Seren gains Lucid Dreaming from Vext Seren
00:00:07.6760000		Blue Fever prepares Shot on Ramuh 6831 (CRITICAL)
00:00:07.7200000		Eos prepares Embrace on Nevik Seren +4311
00:00:07.7640000		Blue Fever Sidewinder Ramuh 16393
00:00:07.8080000		Moryn Ward prepares Gust Slash on Ramuh 12908
00:00:07.8970000		Lorrie Laborn Kasha Ramuh 19356
00:00:07.9410000		Lorrie Laborn Attack Ramuh 4178
00:00:07.9860000		Blue Fever Refulgent Arrow Ramuh 21169
00:00:08.2080000		Moryn Ward Gust Slash Ramuh 12908
00:00:08.2520000		Blue Fever prepares Pitch Perfect on Ramuh 22616
00:00:08.3410000		Eos Embrace Nevik Seren 4311
00:00:08.3850000		Typhus Fever prepares Goring Blade on Ramuh 19917 (CRITICAL)
00:00:08.4300000		Blue Fever Shot Ramuh 6831
00:00:08.6520000		Moryn Ward prepares Attack on Ramuh 4889 (DIRECT HIT)
00:00:08.7850000		Vext Seren prepares Whispering Dawn on Vext Seren 
00:00:08.7850000		Nevik Seren prepares Attack on Ramuh 6141 (CRITICAL)
00:00:08.9170000		Nyghtwel Tayuun Fire III Ramuh 10555
00:00:08.9170000		Typhus Fever Goring Blade Ramuh 19917
00:00:08.9170000		Ramuh gains Goring Blade from Typhus Fever
00:00:08.9620000		Dengue Fever Glare Ramuh 23703
00:00:08.9620000		Moryn Ward prepares Trick Attack on Ramuh 38142 (CRITICAL)
00:00:08.9620000		Ramuh gains Vulnerability Up from Moryn Ward
00:00:09.0060000		Blue Fever prepares Burst Shot on Ramuh 13173
00:00:09.0060000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:09.0500000		Blue Fever Pitch Perfect Ramuh 22616
00:00:09.1390000		Nevik Seren Storm's Eye Ramuh 17215
00:00:09.1390000		Nevik Seren gains Storm's Eye from Nevik Seren
00:00:09.1390000		Typhus Fever prepares Reprisal on Ramuh 
00:00:09.1830000		Moryn Ward Attack Ramuh 4889
00:00:09.2720000		Typhus Fever prepares Attack on Ramuh 3744 (DIRECT HIT)
00:00:09.3170000		Nevik Seren Attack Ramuh 6141
00:00:09.3170000		Lorrie Laborn prepares Hakaze on Ramuh 17246 (CRITICAL)
00:00:09.3170000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:09.5820000		Eos gains Summon Order from Eos
00:00:09.6270000		Eos prepares Whispering Dawn on Nyghtwel Tayuun +315 (CRITICAL)
00:00:09.6270000		Eos prepares Whispering Dawn on Moryn Ward +315 (CRITICAL)
00:00:09.6270000		Eos prepares Whispering Dawn on Vext Seren +315 (CRITICAL)
00:00:09.6270000		Eos prepares Whispering Dawn on Lorrie Laborn +315 (CRITICAL)
00:00:09.6270000		Eos prepares Whispering Dawn on Blue Fever +315 (CRITICAL)
00:00:09.6270000		Eos prepares Whispering Dawn on Dengue Fever +315 (CRITICAL)
00:00:09.6270000		Eos prepares Whispering Dawn on Typhus Fever +315 (CRITICAL)
00:00:09.6270000		Eos prepares Whispering Dawn on Nevik Seren +315 (CRITICAL)
00:00:09.7160000		Lorrie Laborn prepares Attack on Ramuh 5461 (DIRECT HIT)
00:00:09.7160000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:09.7160000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:09.7160000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:09.7160000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:09.7160000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:09.7160000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:09.7160000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:09.7160000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:09.7600000		Moryn Ward Trick Attack Ramuh 38142
00:00:09.8040000		Ramuh gains Reprisal from Typhus Fever
00:00:09.8040000		Typhus Fever Attack Ramuh 3744
00:00:09.8490000		Nevik Seren prepares Inner Chaos on Ramuh 62451 (CRITICAL)
00:00:09.8930000		Moryn Ward prepares Shadow Fang on Ramuh 13406 (CRITICAL)
00:00:09.9820000		Lorrie Laborn Hakaze Ramuh 17246
00:00:10.1150000		Dengue Fever prepares Glare on Ramuh 32010 (CRITICAL)
00:00:10.1590000		Lorrie Laborn prepares Item_Fb574 on Lorrie Laborn 
00:00:10.2480000		Lorrie Laborn Attack Ramuh 5461
00:00:10.2480000		The limit break guage has been updated to 880. 3 bars are available.
00:00:10.4250000		Moryn Ward Shadow Fang Ramuh 13406
00:00:10.4250000		Ramuh gains Shadow Fang from Moryn Ward
00:00:10.4690000		Blue Fever Burst Shot Ramuh 13173
00:00:10.6020000		Nevik Seren prepares Inner Release on Nevik Seren 1177
00:00:10.6020000		Nevik Seren gains Inner Release from Nevik Seren
00:00:10.6460000		Moryn Ward prepares Mug on Ramuh 6113
00:00:10.7350000		Blue Fever prepares Shot on Ramuh 4631
00:00:10.7350000		Typhus Fever prepares Fast Blade on Ramuh 11137 (CRITICAL)
00:00:10.7790000		Nyghtwel Tayuun gains Whispering Dawn from Eos
00:00:10.7790000		Nevik Seren Inner Chaos Ramuh 62451
00:00:10.8680000		Moryn Ward prepares Attack on Ramuh 3831
00:00:10.9120000		Moryn Ward gains Whispering Dawn from Eos
00:00:11.0450000		Vext Seren gains Whispering Dawn from Eos
00:00:11.0450000		Lorrie Laborn gains Medicated from Lorrie Laborn
00:00:11.1780000		Lorrie Laborn gains Whispering Dawn from Eos
00:00:11.1780000		Moryn Ward Mug Ramuh 6113
00:00:11.1780000		Eos prepares Embrace on Nevik Seren +4274
00:00:11.3100000		Blue Fever gains Whispering Dawn from Eos
00:00:11.3550000		Typhus Fever Fast Blade Ramuh 11137
00:00:11.3550000		Moryn Ward prepares Dream Within A Dream on Ramuh 10248 (DIRECT HIT)
00:00:11.3550000		Moryn Ward prepares Dream Within A Dream on Ramuh 13665 (CRITICAL)
00:00:11.3550000		Moryn Ward prepares Dream Within A Dream on Ramuh 13090 (CRITICAL)
00:00:11.3550000		Moryn Ward gains Assassinate Ready from Moryn Ward
00:00:11.3990000		Moryn Ward Attack Ramuh 3831
00:00:11.4440000		Dengue Fever gains Whispering Dawn from Eos
00:00:11.4440000		Dengue Fever Glare Ramuh 32010
00:00:11.4890000		Blue Fever Shot Ramuh 4631
00:00:11.4890000		Blue Fever prepares Refulgent Arrow on Ramuh 22461 (DIRECT HIT)
00:00:11.4890000		Lorrie Laborn prepares Jinpu on Ramuh 14060
00:00:11.5320000		Vext Seren prepares Broil III on Ramuh 29355 (CRITICAL)
00:00:11.5320000		Typhus Fever prepares Attack on Ramuh 4632 (CRITICAL)
00:00:11.5760000		Typhus Fever gains Whispering Dawn from Eos
00:00:11.7100000		Nevik Seren gains Whispering Dawn from Eos
00:00:11.7990000		Eos Embrace Nevik Seren 4274
00:00:11.8440000		Ramuh prepares Judgment Volts on Ramuh 19381
00:00:11.9320000		Nyghtwel Tayuun prepares Enochian on Nyghtwel Tayuun 
00:00:12.0210000		Lorrie Laborn prepares Attack on Ramuh 4435
00:00:12.0660000		Typhus Fever Attack Ramuh 4632
00:00:12.0660000		Moryn Ward Dream Within A Dream Ramuh 10248
00:00:12.1100000		Moryn Ward prepares Bunshin on Moryn Ward 
00:00:12.1100000		Moryn Ward gains Bunshin from Moryn Ward
00:00:12.1550000		Lorrie Laborn Jinpu Ramuh 14060
00:00:12.1550000		Lorrie Laborn gains Jinpu from Lorrie Laborn
00:00:12.1550000		Dengue Fever prepares Glare on Ramuh 41197 (CRITICAL)
00:00:12.1550000		Nevik Seren prepares Attack on Ramuh 8807 (CRITICAL)
00:00:12.1990000		Moryn Ward Dream Within A Dream Ramuh 13665
00:00:12.1990000		Nevik Seren prepares Fell Cleave on Ramuh 40352 (CRITICAL)
00:00:12.2440000		Blue Fever prepares Barrage on Blue Fever 128 (DIRECT HIT)
00:00:12.2440000		Blue Fever gains Barrage from Blue Fever
00:00:12.2440000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:12.2880000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:12.3330000		Vext Seren Broil III Ramuh 29355
00:00:12.3330000		Moryn Ward Dream Within A Dream Ramuh 13090
00:00:12.3330000		Ramuh prepares Judgment Volts on Lorrie Laborn 53076
00:00:12.3330000		Ramuh prepares Judgment Volts on Moryn Ward 48675
00:00:12.3330000		Ramuh prepares Judgment Volts on Vext Seren 53349
00:00:12.3330000		Ramuh prepares Judgment Volts on Typhus Fever +24721 (CRITICAL)
00:00:12.3330000		Ramuh prepares Judgment Volts on Nevik Seren 42206
00:00:12.3330000		Ramuh prepares Judgment Volts on Dengue Fever 53673
00:00:12.3330000		Ramuh prepares Judgment Volts on Nyghtwel Tayuun 49391
00:00:12.3330000		Ramuh prepares Judgment Volts on Blue Fever 53193
00:00:12.3330000		Lorrie Laborn prepares Hissatsu: Senei on Ramuh 89822 (CRITICAL)
00:00:12.5550000		Lorrie Laborn Attack Ramuh 4435
00:00:12.5990000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 24431
00:00:12.6870000		Nevik Seren Attack Ramuh 8807
00:00:12.7320000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:12.7320000		Bunshin gains Well Fed from Moryn Ward
00:00:12.7320000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:12.7320000		Bunshin gains Battle Voice from Blue Fever
00:00:12.7320000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:12.7320000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:12.7320000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:12.7320000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:12.7320000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:12.7320000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:12.7320000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:12.8210000		Moryn Ward prepares Aeolian Edge on Ramuh 26326 (DIRECT HIT)
00:00:12.8210000		Moryn Ward gains Bunshin from Moryn Ward
00:00:12.8660000		Ramuh Judgment Volts Lorrie Laborn 53076
00:00:12.8660000		Nevik Seren Fell Cleave Ramuh 40352
00:00:12.9100000		Ramuh Judgment Volts Moryn Ward 48675
00:00:12.9100000		Bunshin prepares Aeolian Edge on Ramuh 9311 (DIRECT HIT)
00:00:12.9540000		Ramuh Judgment Volts Vext Seren 53349
00:00:12.9540000		Blue Fever Refulgent Arrow Ramuh 22461
00:00:12.9980000		Ramuh Judgment Volts Typhus Fever 24721
00:00:12.9980000		Lorrie Laborn Hissatsu: Senei Ramuh 89822
00:00:13.0420000		Ramuh Judgment Volts Nevik Seren 42206
00:00:13.0860000		Ramuh Judgment Volts Dengue Fever 53673
00:00:13.0870000		Typhus Fever prepares Riot Blade on Ramuh 13819 (DIRECT HIT)
00:00:13.0870000		Moryn Ward prepares Attack on Ramuh 6385 (CRITICAL)
00:00:13.1310000		Ramuh Judgment Volts Nyghtwel Tayuun 49391
00:00:13.1760000		Ramuh Judgment Volts Blue Fever 53193
00:00:13.2210000		The limit break guage has been updated to 1100. 3 bars are available.
00:00:13.3530000		Moryn Ward Aeolian Edge Ramuh 26326
00:00:13.3970000		Ramuh Unknown_4Bc9 Nevik Seren 24431
00:00:13.4420000		Bunshin Aeolian Edge Ramuh 9311
00:00:13.4860000		Dengue Fever Glare Ramuh 41197
00:00:13.5750000		Moryn Ward prepares Assassinate on Ramuh 16178 (CRITICAL)
00:00:13.6190000		Moryn Ward Attack Ramuh 6385
00:00:13.6190000		Lorrie Laborn prepares Gekko on Ramuh 31917 (DIRECT HIT)
00:00:13.7970000		Blue Fever prepares Shot on Ramuh 8885 (CRITICAL)
00:00:13.7970000		Typhus Fever prepares Attack on Ramuh 3069
00:00:13.8410000		Typhus Fever Riot Blade Ramuh 13819
00:00:13.9330000		Blue Fever prepares Refulgent Arrow on Ramuh 18648
00:00:13.9330000		Blue Fever prepares Refulgent Arrow on Ramuh 17672
00:00:13.9330000		Blue Fever prepares Refulgent Arrow on Ramuh 28544 (CRITICAL)
00:00:14.0630000		Vext Seren prepares Broil III on Ramuh 31959 (CRITICAL)
00:00:14.2410000		Dengue Fever prepares Glare on Ramuh 21112
00:00:14.3300000		Typhus Fever Attack Ramuh 3069
00:00:14.3300000		Lorrie Laborn prepares Attack on Ramuh 5397
00:00:14.3740000		Moryn Ward Assassinate Ramuh 16178
00:00:14.3740000		Lorrie Laborn Gekko Ramuh 31917
00:00:14.3740000		Eos prepares Embrace on Lorrie Laborn +6874 (CRITICAL)
00:00:14.3740000		Nyghtwel Tayuun prepares Fire IV on Ramuh 39660
00:00:14.4630000		Lorrie Laborn prepares Meikyo Shisui on Lorrie Laborn 1233
00:00:14.4630000		Lorrie Laborn gains Meikyo Shisui from Lorrie Laborn
00:00:14.5070000		Moryn Ward prepares Ten Chi Jin on Moryn Ward 1186 (DIRECT HIT)
00:00:14.5070000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:14.5510000		Blue Fever Shot Ramuh 8885
00:00:14.5520000		Nevik Seren prepares Fell Cleave on Ramuh 38592 (CRITICAL)
00:00:14.8630000		Vext Seren Broil III Ramuh 31959
00:00:14.8630000		Lorrie Laborn Attack Ramuh 5397
00:00:14.9960000		Eos Embrace Lorrie Laborn 6874
00:00:15.2180000		Nevik Seren Fell Cleave Ramuh 38592
00:00:15.2180000		Moryn Ward prepares Fuma Shuriken on Ramuh 40363 (CRITICAL)
00:00:15.2180000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:15.3060000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:15.3940000		Blue Fever Refulgent Arrow Ramuh 18648
00:00:15.4830000		Typhus Fever prepares Royal Authority on Ramuh 18790
00:00:15.4830000		Typhus Fever gains Sword Oath from Typhus Fever
00:00:15.5280000		Nyghtwel Tayuun Fire IV Ramuh 39660
00:00:15.5280000		Blue Fever Refulgent Arrow Ramuh 17672
00:00:15.5280000		Nevik Seren prepares Attack on Ramuh 8247 (CRITICAL)
00:00:15.5710000		Dengue Fever Glare Ramuh 21112
00:00:15.6160000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 25518
00:00:15.6600000		Blue Fever Refulgent Arrow Ramuh 28544
00:00:15.7040000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:15.7040000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:15.7040000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:15.7040000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:15.7040000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:15.7040000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:15.7040000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:15.7040000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:15.7040000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
