-00:00:01.9610000		Dengue Fever casts Glare on Ramuh
00:00:07.9340000		Nyghtwel Tayuun prepares Fire III on Ramuh 21407 (CRITICAL)
00:00:07.9340000		Moryn Ward prepares Shadow Fang on Ramuh 13399 (CRITICAL)
00:00:07.9780000		Blue Fever prepares Pitch Perfect on Ramuh 30669 (DIRECT HIT)
00:00:08.0660000		Blue Fever Shot Ramuh 5561
00:00:08.3320000		Typhus Fever Goring Blade Ramuh 13923
00:00:08.3320000		Ramuh gains Goring Blade from Typhus Fever
00:00:08.4650000		Moryn Ward Shadow Fang Ramuh 13399
00:00:08.4650000		Ramuh gains Shadow Fang from Moryn Ward
00:00:08.5090000		Typhus Fever prepares Reprisal on Ramuh 
00:00:08.6420000		Moryn Ward prepares Mug on Ramuh 6154
00:00:08.6860000		Nyghtwel Tayuun prepares Enochian on Nyghtwel Tayuun 
00:00:08.7300000		Blue Fever prepares Burst Shot on Ramuh 15316 (DIRECT HIT)
00:00:08.7300000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:08.7750000		Blue Fever Pitch Perfect Ramuh 30669
00:00:08.8190000		Moryn Ward prepares Attack on Ramuh 3973
00:00:08.8630000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:08.9080000		Dengue Fever Glare Ramuh 31511
00:00:08.9080000		Typhus Fever prepares Attack on Ramuh 3016
00:00:08.9960000		Nevik Seren Storm's Eye Ramuh 13972
00:00:08.9960000		Nevik Seren gains Storm's Eye from Nevik Seren
00:00:09.0840000		Nevik Seren prepares Attack on Ramuh 4417
00:00:09.1290000		Lorrie Laborn prepares Hakaze on Ramuh 8123
00:00:09.1730000		Ramuh gains Reprisal from Typhus Fever
00:00:09.1730000		Moryn Ward Mug Ramuh 6154
00:00:09.2170000		Nyghtwel Tayuun Fire III Ramuh 21407
00:00:09.2620000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:09.2620000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:09.2620000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:09.2620000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:09.2620000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:09.2620000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:09.2620000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:09.2620000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:09.3490000		Moryn Ward Attack Ramuh 3973
00:00:09.3940000		Moryn Ward prepares Dream Within A Dream on Ramuh 16504 (CRITICAL)
00:00:09.3940000		Moryn Ward prepares Dream Within A Dream on Ramuh 10076 (DIRECT HIT)
00:00:09.3940000		Moryn Ward prepares Dream Within A Dream on Ramuh 10946 (DIRECT HIT)
00:00:09.3940000		Moryn Ward gains Assassinate Ready from Moryn Ward
00:00:09.4380000		Typhus Fever Attack Ramuh 3016
00:00:09.5280000		Lorrie Laborn prepares Attack on Ramuh 5337 (DIRECT HIT)
00:00:09.6160000		Nevik Seren Attack Ramuh 4417
00:00:09.6600000		Dengue Fever prepares Glare on Ramuh 34432 (CRITICAL)
00:00:09.7040000		Nevik Seren prepares Inner Chaos on Ramuh 58100 (CRITICAL)
00:00:09.7490000		The limit break guage has been updated to 660. 3 bars are available.
00:00:09.7930000		Lorrie Laborn Hakaze Ramuh 8123
00:00:09.9270000		Vext Seren prepares Broil III on Ramuh 19798
00:00:10.0160000		Lorrie Laborn prepares Item_Fb574 on Lorrie Laborn 
00:00:10.0600000		Lorrie Laborn Attack Ramuh 5337
00:00:10.1050000		Moryn Ward Dream Within A Dream Ramuh 16504
00:00:10.1050000		Moryn Ward prepares Bunshin on Moryn Ward 
00:00:10.1050000		Moryn Ward gains Bunshin from Moryn Ward
00:00:10.1930000		Blue Fever Burst Shot Ramuh 15316
00:00:10.1940000		Typhus Fever prepares Fast Blade on Ramuh 14329 (CRITICAL)
00:00:10.2380000		Moryn Ward Dream Within A Dream Ramuh 10076
00:00:10.3710000		Moryn Ward Dream Within A Dream Ramuh 10946
00:00:10.3710000		Blue Fever prepares Shot on Ramuh 4864
00:00:10.4150000		Eos prepares Embrace on Nevik Seren +4389
00:00:10.6370000		Nevik Seren Inner Chaos Ramuh 58100
00:00:10.7260000		Vext Seren Broil III Ramuh 19798
00:00:10.8140000		Typhus Fever Fast Blade Ramuh 14329
00:00:10.9020000		Lorrie Laborn gains Medicated from Lorrie Laborn
00:00:10.9030000		Moryn Ward prepares Aeolian Edge on Ramuh 24461 (DIRECT HIT)
00:00:10.9030000		Moryn Ward gains Bunshin from Moryn Ward
00:00:10.9920000		Dengue Fever Glare Ramuh 34432
00:00:10.9920000		Bunshin prepares Aeolian Edge on Ramuh 9241 (DIRECT HIT)
00:00:10.9920000		Nevik Seren prepares Inner Release on Nevik Seren 1177
00:00:10.9920000		Nevik Seren gains Inner Release from Nevik Seren
00:00:11.0360000		Eos Embrace Nevik Seren 4389
00:00:11.0360000		Moryn Ward prepares Attack on Ramuh 3974
00:00:11.1250000		Blue Fever Shot Ramuh 4864
00:00:11.1700000		Nyghtwel Tayuun prepares Fire IV on Ramuh 50039 (DIRECT HIT)
00:00:11.1700000		Typhus Fever prepares Attack on Ramuh 3089
00:00:11.2140000		Blue Fever prepares Refulgent Arrow on Ramuh 27868 (CRITICAL)
00:00:11.3910000		Lorrie Laborn prepares Jinpu on Ramuh 15177
00:00:11.4350000		Moryn Ward Aeolian Edge Ramuh 24461
00:00:11.5240000		Bunshin Aeolian Edge Ramuh 9241
00:00:11.5680000		Moryn Ward Attack Ramuh 3974
00:00:11.7020000		Typhus Fever Attack Ramuh 3089
00:00:11.7020000		Moryn Ward prepares Assassinate on Ramuh 16970 (CRITICAL)
00:00:11.7460000		Dengue Fever prepares Glare on Ramuh 21619
00:00:11.8340000		Lorrie Laborn prepares Attack on Ramuh 5847 (DIRECT HIT)
00:00:11.8340000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:11.9230000		Ramuh prepares Judgment Volts on Ramuh 19381
00:00:11.9230000		Blue Fever prepares Barrage on Blue Fever 128 (DIRECT HIT)
00:00:11.9230000		Blue Fever gains Barrage from Blue Fever
00:00:11.9230000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:11.9670000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 25209
00:00:12.0560000		Lorrie Laborn Jinpu Ramuh 15177
00:00:12.0560000		Lorrie Laborn gains Jinpu from Lorrie Laborn
00:00:12.0560000		Nevik Seren prepares Fell Cleave on Ramuh 39028 (CRITICAL)
00:00:12.1880000		Lorrie Laborn prepares Hissatsu: Senei on Ramuh 74662 (DIRECT HIT)
00:00:12.2780000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:12.2780000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:12.2780000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:12.2780000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:12.2780000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:12.2780000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:12.2780000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:12.2780000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:12.2780000		Bunshin gains Well Fed from Moryn Ward
00:00:12.2780000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:12.2780000		Bunshin gains Battle Voice from Blue Fever
00:00:12.3220000		Nyghtwel Tayuun Fire IV Ramuh 50039
00:00:12.3660000		Lorrie Laborn Attack Ramuh 5847
00:00:12.4110000		Ramuh prepares Judgment Volts on Lorrie Laborn 67470
00:00:12.4110000		Ramuh prepares Judgment Volts on Typhus Fever +31960 (CRITICAL)
00:00:12.4110000		Ramuh prepares Judgment Volts on Moryn Ward 65119
00:00:12.4110000		Ramuh prepares Judgment Volts on Dengue Fever 63690
00:00:12.4110000		Ramuh prepares Judgment Volts on Nevik Seren 39952
00:00:12.4110000		Ramuh prepares Judgment Volts on Vext Seren 64566
00:00:12.4110000		Ramuh prepares Judgment Volts on Nyghtwel Tayuun 58878
00:00:12.4110000		Ramuh prepares Judgment Volts on Blue Fever 67483
00:00:12.4550000		Vext Seren prepares Broil III on Ramuh 19830
00:00:12.4550000		Nevik Seren prepares Attack on Ramuh 8889 (CRITICAL)
00:00:12.4990000		Moryn Ward Assassinate Ramuh 16970
00:00:12.5870000		Typhus Fever prepares Riot Blade on Ramuh 17039 (CRITICAL)
00:00:12.6760000		Blue Fever Refulgent Arrow Ramuh 27868
00:00:12.7210000		Nevik Seren Fell Cleave Ramuh 39028
00:00:12.7220000		The limit break guage has been updated to 880. 3 bars are available.
00:00:12.7650000		Ramuh Unknown_4Bc9 Nevik Seren 25209
00:00:12.8540000		Lorrie Laborn Hissatsu: Senei Ramuh 74662
00:00:12.9430000		Ramuh Judgment Volts Lorrie Laborn 67470
00:00:12.9880000		Ramuh Judgment Volts Typhus Fever 31960
00:00:12.9880000		Nevik Seren Attack Ramuh 8889
00:00:12.9880000		Moryn Ward prepares Ten on Moryn Ward 
00:00:12.9880000		Moryn Ward gains Mudra from Moryn Ward
00:00:13.0310000		Ramuh Judgment Volts Moryn Ward 65119
00:00:13.0760000		Ramuh Judgment Volts Dengue Fever 63690
00:00:13.0760000		Dengue Fever Glare Ramuh 21619
00:00:13.1210000		Ramuh Judgment Volts Nevik Seren 39952
00:00:13.1650000		Ramuh Judgment Volts Vext Seren 64566
00:00:13.2090000		Ramuh Judgment Volts Nyghtwel Tayuun 58878
00:00:13.2540000		Vext Seren Broil III Ramuh 19830
00:00:13.2540000		Ramuh Judgment Volts Blue Fever 67483
00:00:13.2540000		Moryn Ward prepares Attack on Ramuh 7947 (CRITICAL)
00:00:13.3410000		Typhus Fever Riot Blade Ramuh 17039
00:00:13.4310000		Nyghtwel Tayuun prepares Fire IV on Ramuh 77533 (CRITICAL)
00:00:13.4310000		Blue Fever prepares Shot on Ramuh 9024 (CRITICAL)
00:00:13.4310000		Typhus Fever prepares Attack on Ramuh 2958
00:00:13.4760000		Moryn Ward prepares Chi on Moryn Ward 
00:00:13.4760000		Lorrie Laborn prepares Gekko on Ramuh 29870 (DIRECT HIT)
00:00:13.4760000		Moryn Ward gains Mudra from Moryn Ward
00:00:13.6970000		Eos prepares Embrace on Vext Seren +4302
00:00:13.6970000		Blue Fever prepares Refulgent Arrow on Ramuh 29617 (CRITICAL)
00:00:13.6970000		Blue Fever prepares Refulgent Arrow on Ramuh 27567 (CRITICAL)
00:00:13.6970000		Blue Fever prepares Refulgent Arrow on Ramuh 18049
00:00:13.7860000		Moryn Ward Attack Ramuh 7947
00:00:13.8750000		Dengue Fever prepares Glare on Ramuh 21775
00:00:13.9640000		Typhus Fever Attack Ramuh 2958
00:00:13.9640000		Moryn Ward prepares Raiton on Ramuh 35071
00:00:14.1410000		Lorrie Laborn prepares Attack on Ramuh 6338 (DIRECT HIT)
00:00:14.1850000		Blue Fever Shot Ramuh 9024
00:00:14.2740000		Lorrie Laborn Gekko Ramuh 29870
00:00:14.3190000		Eos Embrace Vext Seren 4302
00:00:14.3190000		Lorrie Laborn prepares Meikyo Shisui on Lorrie Laborn 1233
00:00:14.3190000		Lorrie Laborn gains Meikyo Shisui from Lorrie Laborn
00:00:14.3630000		Blue Fever prepares Pitch Perfect on Ramuh 25078
00:00:14.4080000		Nevik Seren prepares Fell Cleave on Ramuh 39969 (CRITICAL)
00:00:14.5850000		Nyghtwel Tayuun Fire IV Ramuh 77533
00:00:14.6740000		Moryn Ward Raiton Ramuh 35071
00:00:14.6740000		Lorrie Laborn Attack Ramuh 6338
00:00:14.7180000		Moryn Ward prepares Ten Chi Jin on Moryn Ward 1186 (DIRECT HIT)
00:00:14.7180000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:14.8500000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:14.9390000		Typhus Fever prepares Royal Authority on Ramuh 18847
00:00:14.9390000		Typhus Fever gains Sword Oath from Typhus Fever
00:00:14.9830000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 24776
00:00:15.0270000		Vext Seren prepares Broil III on Ramuh 31675 (CRITICAL)
00:00:15.0720000		Nevik Seren Fell Cleave Ramuh 39969
00:00:15.1600000		Blue Fever Pitch Perfect Ramuh 25078
00:00:15.1600000		Blue Fever Refulgent Arrow Ramuh 29617
00:00:15.2040000		Dengue Fever Glare Ramuh 21775
00:00:15.2480000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:15.2480000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:15.2480000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:15.2480000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:15.2480000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:15.2480000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:15.2480000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:15.2480000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:15.2480000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:15.2920000		Blue Fever Refulgent Arrow Ramuh 27567
00:00:15.4260000		Blue Fever Refulgent Arrow Ramuh 18049
00:00:15.4700000		Moryn Ward prepares Fuma Shuriken on Ramuh 42798 (CRITICAL)
00:00:15.4700000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:15.5140000		Typhus Fever Royal Authority Ramuh 18847
00:00:15.6040000		Lorrie Laborn prepares Yukikaze on Ramuh 38791 (CRITICAL)
00:00:15.6040000		Lorrie Laborn gains Meikyo Shisui from Lorrie Laborn
00:00:15.6480000		Vext Seren prepares Recitation on Vext Seren 
00:00:15.6480000		Vext Seren gains Recitation from Vext Seren
00:00:15.6920000		Nyghtwel Tayuun prepares Fire IV on Ramuh 62682 (CRITICAL)
00:00:15.6920000		Typhus Fever prepares Attack on Ramuh 4691 (CRITICAL)
00:00:15.7360000		The limit break guage has been updated to 1100. 3 bars are available.
00:00:15.7800000		Ramuh Unknown_4Bc9 Nevik Seren 24776
00:00:15.8250000		Vext Seren Broil III Ramuh 31675
00:00:15.8250000		Nevik Seren prepares Attack on Ramuh 8216 (CRITICAL)
00:00:15.9130000		Nyghtwel Tayuun gains Surge Protection from 
00:00:16.0020000		Dengue Fever prepares Medica II on Dengue Fever +9037
00:00:16.0020000		Dengue Fever prepares Medica II on Typhus Fever +9175
00:00:16.0020000		Dengue Fever prepares Medica II on Lorrie Laborn +14877 (CRITICAL)
00:00:16.0020000		Dengue Fever prepares Medica II on Nevik Seren +9470
00:00:16.0020000		Dengue Fever prepares Medica II on Moryn Ward +14208 (CRITICAL)
