-00:00:01.2990000		Dengue Fever casts Glare on Ramuh
00:00:05.4860000		Typhus Fever Attack Ramuh 2267
00:00:05.5300000		Blue Fever Empyreal Arrow Ramuh 12081
00:00:05.6660000		Nevik Seren prepares Maim on Ramuh 8733
00:00:05.7540000		Typhus Fever prepares Riot Blade on Ramuh 13043 (CRITICAL)
00:00:05.7980000		Moryn Ward prepares Attack on Ramuh 6125 (CRITICAL)
00:00:05.8420000		Dengue Fever prepares Glare on Ramuh 31860 (CRITICAL)
00:00:05.9750000		Nyghtwel Tayuun gains Battle Voice from Blue Fever
00:00:05.9750000		Nevik Seren Attack Ramuh 3724
00:00:06.0640000		Nyghtwel Tayuun prepares Ley Lines on Nyghtwel Tayuun 737
00:00:06.1090000		Vext Seren gains Battle Voice from Blue Fever
00:00:06.1090000		Eos gains Battle Voice from Blue Fever
00:00:06.1530000		Moryn Ward prepares Gust Slash on Ramuh 25939 (CRITICAL)
00:00:06.1980000		Ramuh gains Chain Stratagem from Vext Seren
00:00:06.2420000		Moryn Ward gains Battle Voice from Blue Fever
00:00:06.2420000		Ramuh Unknown_4Bc9 Nevik Seren 10348
00:00:06.2870000		Nevik Seren Maim Ramuh 8733
00:00:06.2870000		Blue Fever prepares Refulgent Arrow on Ramuh 17650
00:00:06.2870000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:06.2870000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:06.2870000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:06.2870000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:06.2870000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:06.2870000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:06.2870000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:06.2870000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:06.3310000		Moryn Ward Attack Ramuh 6125
00:00:06.3760000		Lorrie Laborn gains Battle Voice from Blue Fever
00:00:06.4650000		Nyghtwel Tayuun Thunder III Ramuh 4432
00:00:06.4650000		Ramuh gains Thunder III from Nyghtwel Tayuun
00:00:06.5100000		Typhus Fever gains Battle Voice from Blue Fever
00:00:06.5100000		Typhus Fever Riot Blade Ramuh 13043
00:00:06.5100000		Typhus Fever prepares Fight Or Flight on Typhus Fever 
00:00:06.5550000		Nyghtwel Tayuun gains Ley Lines from Nyghtwel Tayuun
00:00:06.5550000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:06.5550000		Moryn Ward Gust Slash Ramuh 25939
00:00:06.6430000		Dengue Fever gains Battle Voice from Blue Fever
00:00:06.6440000		Vext Seren prepares Ruin II on Ramuh 16144 (DIRECT HIT)
00:00:06.7770000		Nevik Seren gains Battle Voice from Blue Fever
00:00:06.7770000		Lorrie Laborn prepares Kasha on Ramuh 39774 (CRITICAL)
00:00:06.8210000		Eos prepares Embrace on Nevik Seren +4450
00:00:06.9550000		Lorrie Laborn prepares Attack on Ramuh 7950 (CRITICAL)
00:00:07.1330000		Dengue Fever Glare Ramuh 31860
00:00:07.1330000		Typhus Fever gains Fight Or Flight from Typhus Fever
00:00:07.1780000		Blue Fever prepares Sidewinder on Ramuh 24657 (CRITICAL)
00:00:07.2220000		Typhus Fever prepares Attack on Ramuh 4422 (CRITICAL)
00:00:07.2670000		Typhus Fever prepares Intervene on Ramuh 10410 (CRITICAL)
00:00:07.2670000		Moryn Ward prepares Trick Attack on Ramuh 25053 (DIRECT HIT)
00:00:07.2670000		Ramuh gains Vulnerability Up from Moryn Ward
00:00:07.4010000		Lorrie Laborn Kasha Ramuh 39774
00:00:07.4010000		Vext Seren gains Aetherflow from Vext Seren
00:00:07.4010000		Vext Seren prepares Energy Drain on Ramuh 10675
00:00:07.4450000		Eos Embrace Nevik Seren 4450
00:00:07.4900000		Lorrie Laborn Attack Ramuh 7950
00:00:07.4900000		Blue Fever prepares Shot on Ramuh 5698 (DIRECT HIT)
00:00:07.4900000		The limit break guage has been updated to 660. 3 bars are available.
00:00:07.5780000		Vext Seren Ruin II Ramuh 16144
00:00:07.7120000		Blue Fever Sidewinder Ramuh 24657
00:00:07.7570000		Blue Fever Refulgent Arrow Ramuh 17650
00:00:07.7570000		Typhus Fever Attack Ramuh 4422
00:00:07.7570000		Nyghtwel Tayuun prepares Fire III on Ramuh 13906 (DIRECT HIT)
00:00:07.8460000		Typhus Fever Intervene Ramuh 10410
00:00:07.9800000		Moryn Ward prepares Attack on Ramuh 3802
00:00:08.0700000		Moryn Ward Trick Attack Ramuh 25053
00:00:08.0700000		Nevik Seren prepares Storm's Eye on Ramuh 18079 (CRITICAL)
00:00:08.1140000		Typhus Fever prepares Goring Blade on Ramuh 21773 (CRITICAL)
00:00:08.2490000		Blue Fever Shot Ramuh 5698
00:00:08.2490000		Vext Seren prepares Fey Illumination on Vext Seren 
00:00:08.2490000		Moryn Ward prepares Shadow Fang on Ramuh 13337 (CRITICAL)
00:00:08.3830000		Dengue Fever prepares Glare on Ramuh 24981 (DIRECT HIT)
00:00:08.4270000		Vext Seren Energy Drain Ramuh 10675
00:00:08.5170000		Moryn Ward Attack Ramuh 3802
00:00:08.6520000		Typhus Fever Goring Blade Ramuh 21773
00:00:08.6520000		Ramuh gains Goring Blade from Typhus Fever
00:00:08.7410000		Blue Fever prepares Burst Shot on Ramuh 20524 (CRITICAL)
00:00:08.7860000		Moryn Ward Shadow Fang Ramuh 13337
00:00:08.7860000		Ramuh gains Shadow Fang from Moryn Ward
00:00:08.8310000		Nevik Seren prepares Attack on Ramuh 4664 (DIRECT HIT)
00:00:08.8760000		Lorrie Laborn prepares Hakaze on Ramuh 10123 (DIRECT HIT)
00:00:08.8760000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:08.9640000		Moryn Ward prepares Mug on Ramuh 7736 (DIRECT HIT)
00:00:09.0540000		Nyghtwel Tayuun Fire III Ramuh 13906
00:00:09.0540000		Eos gains Summon Order II from Eos
00:00:09.0990000		Eos prepares Fey Illumination on Vext Seren +317 (CRITICAL)
00:00:09.0990000		Eos prepares Fey Illumination on Nyghtwel Tayuun +317 (CRITICAL)
00:00:09.0990000		Eos prepares Fey Illumination on Moryn Ward +317 (CRITICAL)
00:00:09.0990000		Eos prepares Fey Illumination on Lorrie Laborn +317 (CRITICAL)
00:00:09.0990000		Eos prepares Fey Illumination on Blue Fever +317 (CRITICAL)
00:00:09.0990000		Eos prepares Fey Illumination on Typhus Fever +317 (CRITICAL)
00:00:09.0990000		Eos prepares Fey Illumination on Dengue Fever +317 (CRITICAL)
00:00:09.0990000		Eos prepares Fey Illumination on Nevik Seren +317 (CRITICAL)
00:00:09.2770000		Lorrie Laborn prepares Attack on Ramuh 5086 (DIRECT HIT)
00:00:09.2770000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:09.2770000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:09.2770000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:09.2770000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:09.2770000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:09.2770000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:09.2770000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:09.2770000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:09.3660000		Nevik Seren Attack Ramuh 4664
00:00:09.5010000		Moryn Ward Mug Ramuh 7736
00:00:09.5010000		Lorrie Laborn Hakaze Ramuh 10123
00:00:09.5010000		Typhus Fever prepares Attack on Ramuh 3005
00:00:09.6800000		Dengue Fever Glare Ramuh 24981
00:00:09.6800000		Moryn Ward prepares Dream Within A Dream on Ramuh 10896 (DIRECT HIT)
00:00:09.6800000		Moryn Ward prepares Dream Within A Dream on Ramuh 9950 (DIRECT HIT)
00:00:09.6800000		Moryn Ward prepares Dream Within A Dream on Ramuh 7975
00:00:09.6800000		Moryn Ward gains Assassinate Ready from Moryn Ward
00:00:09.7240000		Nevik Seren Storm's Eye Ramuh 18079
00:00:09.7240000		Nevik Seren gains Storm's Eye from Nevik Seren
00:00:09.8140000		Lorrie Laborn Attack Ramuh 5086
00:00:09.8140000		Lorrie Laborn prepares Item_Fb574 on Lorrie Laborn 
00:00:09.9480000		Typhus Fever prepares Reprisal on Ramuh 
00:00:10.0370000		Typhus Fever Attack Ramuh 3005
00:00:10.1720000		Moryn Ward prepares Attack on Ramuh 4969 (DIRECT HIT)
00:00:10.2170000		Blue Fever Burst Shot Ramuh 20524
00:00:10.3070000		Vext Seren gains Fey Illumination from Eos
00:00:10.3960000		Moryn Ward Dream Within A Dream Ramuh 10896
00:00:10.3960000		Nevik Seren prepares Inner Chaos on Ramuh 62279 (CRITICAL)
00:00:10.4410000		Nyghtwel Tayuun gains Fey Illumination from Eos
00:00:10.4410000		Dengue Fever prepares Glare on Ramuh 20338
00:00:10.4410000		Moryn Ward prepares Bunshin on Moryn Ward 
00:00:10.4410000		Moryn Ward gains Bunshin from Moryn Ward
00:00:10.4850000		The limit break guage has been updated to 880. 3 bars are available.
00:00:10.5290000		Moryn Ward Dream Within A Dream Ramuh 9950
00:00:10.5290000		Blue Fever prepares Shot on Ramuh 4421
00:00:10.5730000		Moryn Ward gains Fey Illumination from Eos
00:00:10.5730000		Ramuh gains Reprisal from Typhus Fever
00:00:10.6630000		Moryn Ward Dream Within A Dream Ramuh 7975
00:00:10.6630000		Eos prepares Embrace on Nevik Seren +4269
00:00:10.7080000		Lorrie Laborn gains Fey Illumination from Eos
00:00:10.7080000		Moryn Ward Attack Ramuh 4969
00:00:10.7080000		Lorrie Laborn gains Medicated from Lorrie Laborn
00:00:10.7080000		Typhus Fever prepares Fast Blade on Ramuh 7100
00:00:10.8410000		Blue Fever gains Fey Illumination from Eos
00:00:10.9760000		Typhus Fever gains Fey Illumination from Eos
00:00:10.9760000		Vext Seren prepares Broil III on Ramuh 18557
00:00:11.1110000		Dengue Fever gains Fey Illumination from Eos
00:00:11.1550000		Lorrie Laborn prepares Jinpu on Ramuh 29340 (CRITICAL)
00:00:11.2000000		Moryn Ward prepares Aeolian Edge on Ramuh 25490 (DIRECT HIT)
00:00:11.2000000		Moryn Ward gains Bunshin from Moryn Ward
00:00:11.2450000		Nevik Seren gains Fey Illumination from Eos
00:00:11.2450000		Blue Fever prepares Burst Shot on Ramuh 20414 (CRITICAL)
00:00:11.2450000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:11.2880000		Blue Fever Shot Ramuh 4421
00:00:11.2880000		Bunshin prepares Aeolian Edge on Ramuh 11953 (CRITICAL)
00:00:11.3330000		Typhus Fever Fast Blade Ramuh 7100
00:00:11.3330000		Nevik Seren Inner Chaos Ramuh 62279
00:00:11.3330000		Nevik Seren prepares Inner Release on Nevik Seren 1177
00:00:11.3330000		Nevik Seren gains Inner Release from Nevik Seren
00:00:11.6010000		Lorrie Laborn prepares Attack on Ramuh 4379
00:00:11.7350000		Dengue Fever Glare Ramuh 20338
00:00:11.7350000		Moryn Ward Aeolian Edge Ramuh 25490
00:00:11.7790000		Vext Seren Broil III Ramuh 18557
00:00:11.7790000		Lorrie Laborn Jinpu Ramuh 29340
00:00:11.7790000		Lorrie Laborn gains Jinpu from Lorrie Laborn
00:00:11.7790000		Typhus Fever prepares Attack on Ramuh 3087
00:00:11.8230000		Bunshin Aeolian Edge Ramuh 11953
00:00:11.8690000		Ramuh prepares Judgment Volts on Ramuh 19381
00:00:11.8690000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:12.0030000		Moryn Ward prepares Assassinate on Ramuh 15767 (CRITICAL)
00:00:12.0030000		Lorrie Laborn prepares Hissatsu: Senei on Ramuh 57239
00:00:12.1360000		Lorrie Laborn Attack Ramuh 4379
00:00:12.2250000		Nevik Seren prepares Attack on Ramuh 8454 (CRITICAL)
00:00:12.2710000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:12.2710000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:12.2710000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:12.2710000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:12.2710000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:12.2710000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:12.2710000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:12.2710000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:12.2710000		Bunshin gains Well Fed from Moryn Ward
00:00:12.2710000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:12.2710000		Bunshin gains Battle Voice from Blue Fever
00:00:12.3150000		Typhus Fever Attack Ramuh 3087
00:00:12.3590000		Ramuh prepares Judgment Volts on Nevik Seren 40991
00:00:12.3590000		Ramuh prepares Judgment Volts on Typhus Fever +22827 (CRITICAL)
00:00:12.3590000		Ramuh prepares Judgment Volts on Lorrie Laborn 52853
00:00:12.3590000		Ramuh prepares Judgment Volts on Moryn Ward 53970
00:00:12.3590000		Ramuh prepares Judgment Volts on Dengue Fever 46981
00:00:12.3590000		Ramuh prepares Judgment Volts on Vext Seren 46696
00:00:12.3590000		Ramuh prepares Judgment Volts on Nyghtwel Tayuun 44491
00:00:12.3590000		Ramuh prepares Judgment Volts on Blue Fever 52186
00:00:12.3590000		Moryn Ward prepares Attack on Ramuh 7901 (CRITICAL)
00:00:12.5820000		Nyghtwel Tayuun prepares Enochian on Nyghtwel Tayuun 
00:00:12.6270000		Dengue Fever prepares Glare on Ramuh 32145 (CRITICAL)
00:00:12.6720000		Lorrie Laborn Hissatsu: Senei Ramuh 57239
00:00:12.7170000		Blue Fever Burst Shot Ramuh 20414
00:00:12.7170000		Moryn Ward prepares Ten Chi Jin on Moryn Ward 1186 (DIRECT HIT)
00:00:12.7170000		Nevik Seren prepares Fell Cleave on Ramuh 38062 (CRITICAL)
00:00:12.7170000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:12.7610000		Nevik Seren Attack Ramuh 8454
00:00:12.8060000		Moryn Ward Assassinate Ramuh 15767
00:00:12.8970000		Ramuh Judgment Volts Nevik Seren 40991
00:00:12.8970000		Moryn Ward Attack Ramuh 7901
00:00:12.9410000		Ramuh Judgment Volts Typhus Fever 22827
00:00:12.9850000		Ramuh Judgment Volts Lorrie Laborn 52853
00:00:13.0300000		Ramuh Judgment Volts Moryn Ward 53970
00:00:13.0760000		Ramuh Judgment Volts Dengue Fever 46981
00:00:13.0760000		Typhus Fever prepares Riot Blade on Ramuh 19863 (CRITICAL)
00:00:13.1200000		Ramuh Judgment Volts Vext Seren 46696
00:00:13.1640000		Ramuh Judgment Volts Nyghtwel Tayuun 44491
00:00:13.2080000		Ramuh Judgment Volts Blue Fever 52186
00:00:13.2970000		Lorrie Laborn prepares Gekko on Ramuh 32122 (DIRECT HIT)
00:00:13.3410000		Nevik Seren Fell Cleave Ramuh 38062
00:00:13.4760000		Moryn Ward prepares Fuma Shuriken on Ramuh 33484 (CRITICAL)
00:00:13.4760000		The limit break guage has been updated to 1100. 3 bars are available.
00:00:13.4760000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:13.5200000		Vext Seren prepares Broil III on Ramuh 31545 (CRITICAL)
00:00:13.6090000		Blue Fever prepares Shot on Ramuh 6048 (DIRECT HIT)
00:00:13.7430000		Blue Fever prepares Refulgent Arrow on Ramuh 18895
00:00:13.8320000		Typhus Fever Riot Blade Ramuh 19863
00:00:13.9210000		Dengue Fever Glare Ramuh 32145
00:00:13.9210000		Lorrie Laborn prepares Attack on Ramuh 10254 (CRITICAL)
00:00:14.0550000		Lorrie Laborn Gekko Ramuh 32122
00:00:14.0550000		Typhus Fever prepares Attack on Ramuh 3638 (DIRECT HIT)
00:00:14.3250000		Vext Seren Broil III Ramuh 31545
00:00:14.3250000		Lorrie Laborn prepares Meikyo Shisui on Lorrie Laborn 1233
00:00:14.3250000		Lorrie Laborn gains Meikyo Shisui from Lorrie Laborn
00:00:14.3680000		Blue Fever Shot Ramuh 6048
00:00:14.3680000		Moryn Ward Fuma Shuriken Ramuh 33484
00:00:14.4130000		Eos prepares Embrace on Blue Fever +6824 (CRITICAL)
00:00:14.4580000		Lorrie Laborn Attack Ramuh 10254
00:00:14.4580000		Blue Fever prepares Barrage on Blue Fever 128 (DIRECT HIT)
00:00:14.4580000		Moryn Ward prepares Raiton on Ramuh 32025
00:00:14.4580000		Blue Fever gains Barrage from Blue Fever
00:00:14.4580000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:14.4580000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:14.5020000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 23192
00:00:14.5920000		Typhus Fever Attack Ramuh 3638
00:00:14.6820000		Dengue Fever prepares Glare on Ramuh 31441 (CRITICAL)
00:00:14.8600000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:15.0390000		Eos Embrace Blue Fever 6824
00:00:15.0390000		Nyghtwel Tayuun prepares Fire IV on Ramuh 40260
00:00:15.0390000		Nevik Seren prepares Fell Cleave on Ramuh 39489 (CRITICAL)
00:00:15.1720000		Moryn Ward Raiton Ramuh 32025
00:00:15.2170000		Blue Fever Refulgent Arrow Ramuh 18895
00:00:15.2620000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:15.2620000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:15.2620000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:15.2620000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:15.2620000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:15.2620000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:15.2620000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:15.2620000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:15.2620000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:15.3050000		Ramuh Unknown_4Bc9 Nevik Seren 23192
00:00:15.3960000		Lorrie Laborn prepares Yukikaze on Ramuh 19317
00:00:15.3960000		Lorrie Laborn gains Meikyo Shisui from Lorrie Laborn
00:00:15.4410000		Moryn Ward prepares Suiton on Ramuh 24556
00:00:15.4410000		Moryn Ward gains Suiton from Moryn Ward
