-00:00:01.8220000		Dengue Fever casts Glare on Ramuh
00:00:02.3640000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:02.4530000		Blue Fever Stormbite Ramuh 6828
00:00:02.4530000		Ramuh gains Stormbite from Blue Fever
00:00:02.4980000		Typhus Fever prepares Attack on Ramuh 3433 (CRITICAL)
00:00:02.5430000		Vext Seren prepares Broil III on Ramuh 22567 (DIRECT HIT)
00:00:02.5880000		Nevik Seren Attack Ramuh 3819
00:00:02.5880000		Moryn Ward prepares Suiton on Ramuh 29066 (DIRECT HIT)
00:00:02.5880000		Moryn Ward prepares Attack on Ramuh 3732
00:00:02.5880000		Moryn Ward gains Suiton from Moryn Ward
00:00:02.6320000		Lorrie Laborn Attack Ramuh 6549
00:00:02.7210000		Lorrie Laborn Hakaze Ramuh 8195
00:00:02.7660000		Dengue Fever Dia Ramuh 8051
00:00:02.7660000		Ramuh gains Dia from Dengue Fever
00:00:02.8110000		Blue Fever prepares The Wanderer's Minuet on Ramuh 4385
00:00:02.8110000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:02.8110000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:02.8110000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:02.8110000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:02.8110000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:02.8110000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:02.8110000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:02.8110000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:02.9000000		Nevik Seren prepares Heavy Swing on Ramuh 5443
00:00:02.9890000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 28481
00:00:02.9890000		Lorrie Laborn prepares Ikishoten on Lorrie Laborn 
00:00:03.0340000		Typhus Fever Attack Ramuh 3433
00:00:03.0340000		Dengue Fever prepares Presence Of Mind on Dengue Fever 
00:00:03.0780000		Dengue Fever Assize Ramuh 27323
00:00:03.1230000		Typhus Fever Circle Of Scorn Ramuh 5203
00:00:03.1230000		Ramuh gains Circle Of Scorn from Typhus Fever
00:00:03.1230000		Moryn Ward Attack Ramuh 3732
00:00:03.1230000		Lorrie Laborn Ikishoten Lorrie Laborn 0
00:00:03.1680000		Vext Seren prepares Biolysis on Ramuh +1895 (CRITICAL)
00:00:03.3460000		Vext Seren Broil III Ramuh 22567
00:00:03.4350000		Blue Fever The Wanderer's Minuet Ramuh 4385
00:00:03.4350000		Nevik Seren Heavy Swing Ramuh 5443
00:00:03.4800000		Blue Fever Bloodletter Ramuh 8024
00:00:03.5700000		Moryn Ward Suiton Ramuh 29066
00:00:03.5700000		Dengue Fever gains Presence Of Mind from Dengue Fever
00:00:03.5700000		Typhus Fever prepares Fast Blade on Ramuh 5201
00:00:03.6580000		Blue Fever prepares Caustic Bite on Ramuh 7713
00:00:03.7920000		Ramuh gains Biolysis from Vext Seren
00:00:03.7920000		Ramuh Unknown_4Bc9 Nevik Seren 28481
00:00:03.9250000		Eos prepares Embrace on Nevik Seren +4337
00:00:03.9260000		Vext Seren gains Aetherflow from Vext Seren
00:00:03.9260000		Vext Seren prepares Aetherflow on Vext Seren 1000
00:00:04.0600000		Nyghtwel Tayuun prepares Thunder III on Ramuh 7062 (CRITICAL)
00:00:04.0600000		Nyghtwel Tayuun gains Thundercloud from Nyghtwel Tayuun
00:00:04.1480000		Moryn Ward prepares Spinning Edge on Ramuh 8971
00:00:04.1930000		Typhus Fever Fast Blade Ramuh 5201
00:00:04.2370000		Blue Fever prepares Shot on Ramuh 4639
00:00:04.3710000		Blue Fever prepares Empyreal Arrow on Ramuh 11930
00:00:04.3710000		Typhus Fever prepares Spirits Within on Ramuh 10211
00:00:04.5050000		Lorrie Laborn prepares Shifu on Ramuh 16962 (DIRECT HIT)
00:00:04.5500000		Moryn Ward Spinning Edge Ramuh 8971
00:00:04.5500000		Eos Embrace Nevik Seren 4337
00:00:04.6830000		The limit break guage has been updated to 440. 3 bars are available.
00:00:04.7730000		Typhus Fever prepares Attack on Ramuh 2368
00:00:04.7730000		Moryn Ward prepares Attack on Ramuh 3797
00:00:04.7730000		Lorrie Laborn prepares Attack on Ramuh 4976 (DIRECT HIT)
00:00:04.9060000		Vext Seren gains Aetherflow from Vext Seren
00:00:04.9060000		Vext Seren prepares Energy Drain on Ramuh 15151 (CRITICAL)
00:00:04.9510000		Blue Fever Caustic Bite Ramuh 7713
00:00:04.9510000		Ramuh gains Caustic Bite from Blue Fever
00:00:04.9960000		Blue Fever Shot Ramuh 4639
00:00:05.0400000		Blue Fever prepares Battle Voice on Vext Seren 
00:00:05.0400000		Blue Fever prepares Battle Voice on Nyghtwel Tayuun 
00:00:05.0400000		Blue Fever prepares Battle Voice on Moryn Ward 
00:00:05.0400000		Blue Fever prepares Battle Voice on Lorrie Laborn 
00:00:05.0400000		Blue Fever prepares Battle Voice on Dengue Fever 
00:00:05.0400000		Blue Fever prepares Battle Voice on Typhus Fever 
00:00:05.0400000		Blue Fever prepares Battle Voice on Nevik Seren 
00:00:05.0850000		Nyghtwel Tayuun Thunder III Ramuh 7062
00:00:05.0850000		Ramuh gains Thunder III from Nyghtwel Tayuun
00:00:05.2630000		Typhus Fever Spirits Within Ramuh 10211
00:00:05.3080000		Typhus Fever Attack Ramuh 2368
00:00:05.3080000		Moryn Ward Attack Ramuh 3797
00:00:05.3080000		Lorrie Laborn Shifu Ramuh 16962
00:00:05.3080000		Lorrie Laborn gains Shifu from Lorrie Laborn
00:00:05.3080000		Lorrie Laborn Attack Ramuh 4976
00:00:05.3080000		Nevik Seren prepares Maim on Ramuh 8291
00:00:05.3980000		Blue Fever Empyreal Arrow Ramuh 11930
00:00:05.3980000		Dengue Fever prepares Glare on Ramuh 20299
00:00:05.4420000		Nevik Seren prepares Attack on Ramuh 3554
00:00:05.5760000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:05.6650000		Vext Seren gains Battle Voice from Blue Fever
00:00:05.6650000		Eos gains Battle Voice from Blue Fever
00:00:05.7540000		Nyghtwel Tayuun prepares Fire III on Ramuh 12697 (DIRECT HIT)
00:00:05.7990000		Nyghtwel Tayuun gains Battle Voice from Blue Fever
00:00:05.8430000		Blue Fever prepares Sidewinder on Ramuh 15051
00:00:05.8430000		Vext Seren prepares Ruin II on Ramuh 16103 (DIRECT HIT)
00:00:05.9330000		Moryn Ward gains Battle Voice from Blue Fever
00:00:05.9330000		Vext Seren Energy Drain Ramuh 15151
00:00:05.9330000		Nevik Seren Maim Ramuh 8291
00:00:05.9330000		Typhus Fever prepares Riot Blade on Ramuh 8042
00:00:05.9780000		Nevik Seren Attack Ramuh 3554
00:00:05.9780000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:05.9780000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:05.9780000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:05.9780000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:05.9780000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:05.9780000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:05.9780000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:05.9780000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:06.0670000		Lorrie Laborn gains Battle Voice from Blue Fever
00:00:06.2000000		Dengue Fever gains Battle Voice from Blue Fever
00:00:06.2450000		Moryn Ward prepares Gust Slash on Ramuh 16675 (DIRECT HIT)
00:00:06.3340000		Typhus Fever gains Battle Voice from Blue Fever
00:00:06.3790000		Blue Fever Sidewinder Ramuh 15051
00:00:06.4670000		Nevik Seren gains Battle Voice from Blue Fever
00:00:06.5570000		Blue Fever prepares Burst Shot on Ramuh 14373 (DIRECT HIT)
00:00:06.5570000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:06.6010000		Vext Seren prepares Lucid Dreaming on Vext Seren 
00:00:06.6460000		Moryn Ward Gust Slash Ramuh 16675
00:00:06.6900000		Typhus Fever Riot Blade Ramuh 8042
00:00:06.6900000		Dengue Fever Glare Ramuh 20299
00:00:06.6900000		Nyghtwel Tayuun prepares Enochian on Nyghtwel Tayuun 
00:00:06.7800000		Vext Seren Ruin II Ramuh 16103
00:00:06.8240000		Typhus Fever prepares Fight Or Flight on Typhus Fever 
00:00:06.9140000		Lorrie Laborn prepares Kasha on Ramuh 18479
00:00:06.9580000		Moryn Ward prepares Attack on Ramuh 7276 (CRITICAL)
00:00:07.0470000		Nyghtwel Tayuun Fire III Ramuh 12697
00:00:07.0470000		Typhus Fever prepares Attack on Ramuh 3570 (CRITICAL)
00:00:07.0920000		Lorrie Laborn prepares Attack on Ramuh 4850 (DIRECT HIT)
00:00:07.1360000		Eos prepares Embrace on Nevik Seren +4437
00:00:07.2250000		Vext Seren gains Lucid Dreaming from Vext Seren
00:00:07.3150000		Blue Fever prepares Shot on Ramuh 4334
00:00:07.4490000		Typhus Fever gains Fight Or Flight from Typhus Fever
00:00:07.4490000		Vext Seren prepares Chain Stratagem on Ramuh 
00:00:07.4930000		Moryn Ward Attack Ramuh 7276
00:00:07.5380000		Lorrie Laborn Kasha Ramuh 18479
00:00:07.5380000		Moryn Ward prepares Trick Attack on Ramuh 19089
00:00:07.5380000		Ramuh gains Vulnerability Up from Moryn Ward
00:00:07.5830000		Typhus Fever Attack Ramuh 3570
00:00:07.6270000		Lorrie Laborn Attack Ramuh 4850
00:00:07.6270000		Nevik Seren prepares Storm's Eye on Ramuh 11728
00:00:07.6720000		The limit break guage has been updated to 660. 3 bars are available.
00:00:07.7610000		Eos Embrace Nevik Seren 4437
00:00:07.8500000		Dengue Fever prepares Glare on Ramuh 21446
00:00:08.0280000		Blue Fever Burst Shot Ramuh 14373
00:00:08.0730000		Blue Fever Shot Ramuh 4334
00:00:08.2510000		Ramuh gains Chain Stratagem from Vext Seren
00:00:08.3410000		Moryn Ward Trick Attack Ramuh 19089
00:00:08.3410000		Typhus Fever prepares Goring Blade on Ramuh 13471
00:00:08.3410000		Moryn Ward prepares Shadow Fang on Ramuh 8539
00:00:08.5630000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:08.8300000		Nevik Seren prepares Attack on Ramuh 3729
00:00:08.8740000		Typhus Fever Goring Blade Ramuh 13471
00:00:08.8740000		Ramuh gains Goring Blade from Typhus Fever
00:00:08.8740000		Moryn Ward Shadow Fang Ramuh 8539
00:00:08.8740000		Ramuh gains Shadow Fang from Moryn Ward
00:00:08.9640000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:08.9640000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:08.9640000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:08.9640000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:08.9640000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:08.9640000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:08.9640000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:08.9640000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:09.0530000		Blue Fever prepares Refulgent Arrow on Ramuh 17610
00:00:09.0530000		Lorrie Laborn prepares Hakaze on Ramuh 10433 (DIRECT HIT)
00:00:09.0970000		Typhus Fever prepares Reprisal on Ramuh 
00:00:09.1410000		Dengue Fever Glare Ramuh 21446
00:00:09.1420000		Nyghtwel Tayuun prepares Fire IV on Ramuh 63147 (CRITICAL)
00:00:09.1420000		Moryn Ward prepares Mug on Ramuh 7651 (DIRECT HIT)
00:00:09.1420000		Moryn Ward prepares Attack on Ramuh 4957 (DIRECT HIT)
00:00:09.2760000		Nevik Seren Storm's Eye Ramuh 11728
00:00:09.2760000		Nevik Seren gains Storm's Eye from Nevik Seren
00:00:09.3210000		Typhus Fever prepares Attack on Ramuh 3120
00:00:09.3650000		Nevik Seren Attack Ramuh 3729
00:00:09.4100000		Lorrie Laborn prepares Attack on Ramuh 5267 (DIRECT HIT)
00:00:09.6770000		Moryn Ward Mug Ramuh 7651
00:00:09.6770000		Moryn Ward Attack Ramuh 4957
00:00:09.6770000		Lorrie Laborn Hakaze Ramuh 10433
00:00:09.7210000		Ramuh gains Reprisal from Typhus Fever
00:00:09.8550000		Typhus Fever Attack Ramuh 3120
00:00:09.8550000		Typhus Fever prepares Intervene on Ramuh 11140 (CRITICAL)
00:00:09.9000000		Moryn Ward prepares Dream Within A Dream on Ramuh 13403 (CRITICAL)
00:00:09.9000000		Moryn Ward prepares Dream Within A Dream on Ramuh 10177 (DIRECT HIT)
00:00:09.9000000		Moryn Ward prepares Dream Within A Dream on Ramuh 10408 (DIRECT HIT)
00:00:09.9000000		Dengue Fever prepares Glare on Ramuh 26588 (DIRECT HIT)
00:00:09.9000000		Lorrie Laborn prepares Item_Fb574 on Lorrie Laborn 
00:00:09.9000000		Moryn Ward gains Assassinate Ready from Moryn Ward
00:00:09.9440000		Lorrie Laborn Attack Ramuh 5267
00:00:09.9450000		Nevik Seren prepares Inner Chaos on Ramuh 62756 (CRITICAL)
00:00:10.3000000		Nyghtwel Tayuun Fire IV Ramuh 63147
00:00:10.3890000		Blue Fever prepares Shot on Ramuh 4579
00:00:10.4340000		Typhus Fever Intervene Ramuh 11140
00:00:10.4790000		Eos prepares Embrace on Nevik Seren +4442
00:00:10.4790000		Blue Fever prepares Barrage on Blue Fever 128 (DIRECT HIT)
00:00:10.4790000		Blue Fever gains Barrage from Blue Fever
00:00:10.4790000		Blue Fever gains Straight Shot Ready from Blue Fever
00:00:10.5230000		Blue Fever Refulgent Arrow Ramuh 17610
00:00:10.6120000		Moryn Ward Dream Within A Dream Ramuh 13403
00:00:10.7020000		Typhus Fever prepares Fast Blade on Ramuh 7335
00:00:10.7020000		Moryn Ward prepares Bunshin on Moryn Ward 
00:00:10.7020000		The limit break guage has been updated to 880. 3 bars are available.
00:00:10.7020000		Moryn Ward gains Bunshin from Moryn Ward
00:00:10.7470000		Bunshin gains Well Fed from Moryn Ward
00:00:10.7470000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:10.7470000		Bunshin gains Battle Voice from Blue Fever
00:00:10.7470000		Moryn Ward Dream Within A Dream Ramuh 10177
00:00:10.7470000		Vext Seren prepares Broil III on Ramuh 29832 (CRITICAL)
00:00:10.7900000		Lorrie Laborn gains Medicated from Lorrie Laborn
00:00:10.8790000		Moryn Ward Dream Within A Dream Ramuh 10408
00:00:10.8790000		Nevik Seren Inner Chaos Ramuh 62756
00:00:11.1010000		Eos Embrace Nevik Seren 4442
00:00:11.1460000		Blue Fever Shot Ramuh 4579
00:00:11.1460000		Nevik Seren prepares Inner Release on Nevik Seren 1177
00:00:11.1460000		Nevik Seren gains Inner Release from Nevik Seren
00:00:11.1910000		Dengue Fever Glare Ramuh 26588
00:00:11.1910000		Lorrie Laborn prepares Jinpu on Ramuh 17826 (DIRECT HIT)
00:00:11.3240000		Typhus Fever Fast Blade Ramuh 7335
00:00:11.3240000		Moryn Ward prepares Attack on Ramuh 5033 (DIRECT HIT)
00:00:11.3690000		Nyghtwel Tayuun prepares Fire IV on Ramuh 62186 (CRITICAL)
00:00:11.5020000		Moryn Ward prepares Aeolian Edge on Ramuh 21031
00:00:11.5020000		Moryn Ward gains Bunshin from Moryn Ward
00:00:11.5460000		Vext Seren Broil III Ramuh 29832
00:00:11.5480000		Blue Fever prepares Refulgent Arrow on Ramuh 17586
00:00:11.5480000		Blue Fever prepares Refulgent Arrow on Ramuh 22853 (DIRECT HIT)
00:00:11.5480000		Blue Fever prepares Refulgent Arrow on Ramuh 18713
00:00:11.5480000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:11.5910000		Bunshin prepares Aeolian Edge on Ramuh 9280 (DIRECT HIT)
00:00:11.5910000		Typhus Fever prepares Attack on Ramuh 6144 (CRITICAL)
00:00:11.7250000		Lorrie Laborn prepares Attack on Ramuh 4599
00:00:11.8140000		Lorrie Laborn Jinpu Ramuh 17826
00:00:11.8140000		Lorrie Laborn gains Jinpu from Lorrie Laborn
00:00:11.8620000		Moryn Ward Attack Ramuh 5033
00:00:11.8620000		Ramuh prepares Judgment Volts on Ramuh 19381
00:00:11.9480000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:11.9480000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:11.9480000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:11.9480000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:11.9480000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:11.9480000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:11.9480000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:11.9480000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:11.9480000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:11.9930000		Dengue Fever prepares Glare on Ramuh 20569
00:00:11.9930000		Lorrie Laborn prepares Hissatsu: Senei on Ramuh 74897 (DIRECT HIT)
00:00:12.0380000		Moryn Ward Aeolian Edge Ramuh 21031
00:00:12.0380000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 25124
00:00:12.1250000		Typhus Fever Attack Ramuh 6144
00:00:12.1250000		Bunshin Aeolian Edge Ramuh 9280
00:00:12.2150000		Moryn Ward prepares Assassinate on Ramuh 16228 (CRITICAL)
00:00:12.2150000		Nevik Seren prepares Attack on Ramuh 8627 (CRITICAL)
00:00:12.2590000		Lorrie Laborn Attack Ramuh 4599
00:00:12.2590000		Blue Fever prepares Pitch Perfect on Ramuh 25057
00:00:12.3040000		Nevik Seren prepares Fell Cleave on Ramuh 38852 (CRITICAL)
00:00:12.3480000		Ramuh prepares Judgment Volts on Lorrie Laborn 63612
00:00:12.3480000		Ramuh prepares Judgment Volts on Moryn Ward 64033
00:00:12.3480000		Ramuh prepares Judgment Volts on Dengue Fever 61770
00:00:12.3480000		Ramuh prepares Judgment Volts on Typhus Fever 41537
00:00:12.3480000		Ramuh prepares Judgment Volts on Nevik Seren 43495
00:00:12.3480000		Ramuh prepares Judgment Volts on Nyghtwel Tayuun 62797
00:00:12.3480000		Ramuh prepares Judgment Volts on Vext Seren 63998
00:00:12.3480000		Ramuh prepares Judgment Volts on Blue Fever 67590
00:00:12.5260000		Nyghtwel Tayuun Fire IV Ramuh 62186
00:00:12.6600000		Lorrie Laborn Hissatsu: Senei Ramuh 74897
00:00:12.7490000		Nevik Seren Attack Ramuh 8627
00:00:12.8380000		Ramuh Unknown_4Bc9 Nevik Seren 25124
00:00:12.8830000		Ramuh Judgment Volts Lorrie Laborn 63612
00:00:12.9270000		Nevik Seren Fell Cleave Ramuh 38852
00:00:12.9270000		Ramuh Judgment Volts Moryn Ward 64033
00:00:12.9270000		Moryn Ward prepares Ten Chi Jin on Moryn Ward 1186 (DIRECT HIT)
00:00:12.9270000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:12.9710000		Ramuh Judgment Volts Dengue Fever 61770
00:00:13.0160000		Blue Fever Refulgent Arrow Ramuh 17586
00:00:13.0160000		Moryn Ward Assassinate Ramuh 16228
00:00:13.0160000		Ramuh Judgment Volts Typhus Fever 41537
00:00:13.0610000		Blue Fever Pitch Perfect Ramuh 25057
00:00:13.0610000		Ramuh Judgment Volts Nevik Seren 43495
00:00:13.1050000		Ramuh Judgment Volts Nyghtwel Tayuun 62797
00:00:13.1050000		Typhus Fever prepares Riot Blade on Ramuh 16592 (CRITICAL)
00:00:13.1500000		Blue Fever Refulgent Arrow Ramuh 22853
00:00:13.1500000		Ramuh Judgment Volts Vext Seren 63998
00:00:13.1950000		Ramuh Judgment Volts Blue Fever 67590
00:00:13.1950000		Vext Seren prepares Broil III on Ramuh 29614 (CRITICAL)
00:00:13.2840000		Blue Fever Refulgent Arrow Ramuh 18713
00:00:13.2840000		Dengue Fever Glare Ramuh 20569
00:00:13.2840000		Lorrie Laborn prepares Gekko on Ramuh 32494 (DIRECT HIT)
00:00:13.4610000		Blue Fever prepares Shot on Ramuh 7467 (CRITICAL)
00:00:13.6390000		Nyghtwel Tayuun prepares Fire IV on Ramuh 40919
00:00:13.6850000		Moryn Ward prepares Fuma Shuriken on Ramuh 26458 (DIRECT HIT)
00:00:13.6850000		The limit break guage has been updated to 1100. 3 bars are available.
00:00:13.6850000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:13.7720000		Eos prepares Embrace on Vext Seren +4439
00:00:13.8610000		Typhus Fever Riot Blade Ramuh 16592
00:00:13.8610000		Typhus Fever prepares Attack on Ramuh 3076
00:00:13.9950000		Vext Seren Broil III Ramuh 29614
00:00:13.9950000		Blue Fever prepares Burst Shot on Ramuh 13217
00:00:14.0390000		Lorrie Laborn prepares Attack on Ramuh 8553 (CRITICAL)
00:00:14.0840000		Lorrie Laborn Gekko Ramuh 32494
00:00:14.1290000		Dengue Fever prepares Glare on Ramuh 32787 (CRITICAL)
00:00:14.1730000		Lorrie Laborn prepares Meikyo Shisui on Lorrie Laborn 1233
00:00:14.1730000		Lorrie Laborn gains Meikyo Shisui from Lorrie Laborn
00:00:14.2180000		Blue Fever Shot Ramuh 7467
00:00:14.3950000		Typhus Fever Attack Ramuh 3076
00:00:14.3950000		Eos Embrace Vext Seren 4439
00:00:14.5730000		Moryn Ward Fuma Shuriken Ramuh 26458
00:00:14.5730000		Lorrie Laborn Attack Ramuh 8553
00:00:14.5730000		Nyghtwel Tayuun gains Circle Of Power from Nyghtwel Tayuun
00:00:14.6180000		Nevik Seren prepares Fell Cleave on Ramuh 39715 (CRITICAL)
00:00:14.6630000		Moryn Ward prepares Raiton on Ramuh 68346 (CRITICAL)
00:00:14.6630000		Moryn Ward gains Ten Chi Jin from Moryn Ward
00:00:14.7970000		Nyghtwel Tayuun Fire IV Ramuh 40919
00:00:14.9740000		Nyghtwel Tayuun gains The Wanderer's Minuet from Blue Fever
00:00:14.9740000		Vext Seren gains The Wanderer's Minuet from Blue Fever
00:00:14.9740000		Typhus Fever gains The Wanderer's Minuet from Blue Fever
00:00:14.9740000		Moryn Ward gains The Wanderer's Minuet from Blue Fever
00:00:14.9740000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:00:14.9740000		Nevik Seren gains The Wanderer's Minuet from Blue Fever
00:00:14.9740000		Eos gains The Wanderer's Minuet from Blue Fever
00:00:14.9740000		Lorrie Laborn gains The Wanderer's Minuet from Blue Fever
00:00:14.9740000		Bunshin gains The Wanderer's Minuet from Blue Fever
00:00:15.0630000		Ramuh prepares Unknown_4Bc9 on Nevik Seren 24892
00:00:15.2850000		Nevik Seren Fell Cleave Ramuh 39715
00:00:15.3750000		Moryn Ward Raiton Ramuh 68346
00:00:15.4190000		Dengue Fever Glare Ramuh 32787
00:00:15.4630000		Blue Fever Burst Shot Ramuh 13217
00:00:15.4640000		Typhus Fever prepares Royal Authority on Ramuh 18844
00:00:15.4640000		Lorrie Laborn prepares Yukikaze on Ramuh 18157
00:00:15.4640000		Typhus Fever gains Sword Oath from Typhus Fever
00:00:15.4640000		Lorrie Laborn gains Meikyo Shisui from Lorrie Laborn
00:00:15.5970000		Nevik Seren prepares Attack on Ramuh 8179 (CRITICAL)
00:00:15.6870000		Moryn Ward prepares Suiton on Ramuh 32862 (DIRECT HIT)
00:00:15.6870000		Moryn Ward gains Suiton from Moryn Ward
00:00:15.7310000		Vext Seren prepares Broil III on Ramuh 23091 (DIRECT HIT)
00:00:15.8650000		Ramuh Unknown_4Bc9 Nevik Seren 24892
00:00:15.8650000		Nyghtwel Tayuun prepares Fire IV on Ramuh 49950 (DIRECT HIT)
00:00:16.0430000		Typhus Fever Royal Authority Ramuh 18844
00:00:16.1320000		Nevik Seren Attack Ramuh 8179
00:00:16.1320000		Typhus Fever prepares Attack on Ramuh 3893 (DIRECT HIT)
00:00:16.2210000		Dengue Fever prepares Glare on Ramuh 32131 (CRITICAL)
00:00:16.2650000		Lorrie Laborn Yukikaze Ramuh 18157
00:00:16.3550000		Vext Seren prepares Fey Blessing on Vext Seren 
00:00:16.3550000		Lorrie Laborn prepares Hissatsu: Shinten on Ramuh 20805 (DIRECT HIT)
